valid_time_gmt,rh
2016-11-14 12:51:00,18.0
2016-11-14 13:51:00,21.0
2016-11-14 14:51:00,19.0
2016-11-14 15:51:00,21.0
2016-11-14 16:51:00,21.0
2016-11-14 17:51:00,21.0
2016-11-14 18:51:00,24.0
2016-11-14 19:51:00,23.0
2017-02-20 14:51:00,24.0
2017-02-20 15:51:00,23.0
2017-02-20 16:51:00,22.0
2017-02-20 18:51:00,24.0
2017-03-03 14:51:00,22.0
2017-03-03 15:51:00,21.0
2017-03-05 11:51:00,20.0
2017-03-05 12:51:00,19.0
2017-03-05 13:51:00,17.0
2017-03-05 14:51:00,17.0
2017-03-05 15:51:00,17.0
2017-03-05 16:51:00,17.0
2017-03-05 17:51:00,21.0
2017-03-05 18:51:00,24.0
2017-03-05 19:51:00,22.0
2017-03-05 20:51:00,23.0
2017-03-05 21:51:00,23.0
2017-03-05 22:51:00,23.0
2017-03-06 09:51:00,22.0
2017-03-06 10:51:00,24.0
2017-03-06 11:51:00,23.0
2017-03-06 13:51:00,23.0
2017-03-08 13:51:00,20.0
2017-03-08 14:51:00,21.0
2017-03-08 15:51:00,21.0
2017-03-08 16:51:00,21.0
2017-03-08 17:51:00,24.0
2017-03-08 18:51:00,23.0
2017-03-08 19:51:00,22.0
2017-03-08 22:51:00,20.0
2017-03-08 23:51:00,19.0
2017-03-09 00:51:00,19.0
2017-03-09 01:51:00,20.0
2017-03-09 02:51:00,23.0
2017-03-09 03:51:00,23.0
2017-03-09 04:51:00,23.0
2017-03-09 05:51:00,22.0
2017-03-09 06:51:00,22.0
2017-03-09 07:51:00,21.0
2017-03-09 08:51:00,20.0
2017-03-09 09:51:00,18.0
2017-03-09 10:51:00,16.0
2017-03-09 11:51:00,15.0
2017-03-09 12:51:00,15.0
2017-03-09 13:51:00,14.0
2017-03-09 14:51:00,17.0
2017-03-09 15:51:00,19.0
2017-03-09 16:51:00,20.0
2017-03-17 16:51:00,20.0
2017-03-17 17:51:00,20.0
2017-03-20 14:51:00,24.0
2017-03-20 15:51:00,22.0
2017-03-20 16:51:00,22.0
2017-03-20 18:51:00,23.0
2017-03-22 19:51:00,24.0
2017-03-23 12:51:00,22.0
2017-03-23 13:51:00,21.0
2017-03-23 14:51:00,21.0
2017-03-23 15:51:00,16.0
2017-03-23 16:51:00,15.0
2017-03-23 17:51:00,17.0
2017-03-23 18:51:00,19.0
2017-03-23 19:51:00,18.0
2017-03-23 20:51:00,20.0
2017-04-02 15:51:00,24.0
2017-04-08 18:51:00,24.0
2017-04-08 19:51:00,24.0
2017-04-09 11:51:00,21.0
2017-04-09 12:51:00,23.0
2017-04-09 13:51:00,22.0
2017-04-09 14:51:00,21.0
2017-04-14 14:51:00,21.0
2017-04-14 15:51:00,20.0
2017-04-17 15:51:00,20.0
2017-04-17 16:51:00,20.0
2017-04-17 17:51:00,22.0
2017-04-17 18:51:00,20.0
2017-04-17 19:51:00,22.0
2017-04-17 20:51:00,24.0
2017-04-17 21:51:00,24.0
2017-05-02 16:51:00,23.0
2017-05-02 17:51:00,22.0
2017-05-02 18:51:00,24.0
2017-05-04 12:51:00,24.0
2017-05-16 16:51:00,23.0
2017-05-16 17:51:00,24.0
2017-05-21 12:51:00,24.0
2017-05-21 13:51:00,24.0
2017-05-21 14:51:00,24.0
2017-06-02 15:51:00,24.0
2017-06-02 17:51:00,23.0
