valid_time_gmt,uv_index
2017-05-12 10:53:00,6
2017-05-12 11:53:00,7
2017-05-12 12:53:00,8
2017-05-12 13:53:00,8
2017-05-12 14:53:00,6
2017-05-13 10:53:00,6
2017-05-13 11:53:00,7
2017-05-13 12:53:00,8
2017-05-13 13:53:00,8
2017-05-14 10:53:00,6
2017-05-14 11:53:00,7
2017-05-14 12:53:00,7
2017-05-14 13:53:00,6
2017-05-15 10:53:00,6
2017-05-15 11:53:00,7
2017-05-15 12:53:00,8
2017-05-15 13:53:00,8
2017-05-15 14:53:00,7
2017-05-17 13:53:00,8
2017-05-17 14:53:00,7
2017-05-18 10:53:00,6
2017-05-18 11:53:00,8
2017-05-18 12:53:00,8
2017-05-18 13:53:00,8
2017-05-18 14:53:00,7
2017-05-19 10:53:00,7
2017-05-19 11:53:00,9
2017-05-19 12:53:00,8
2017-05-19 13:53:00,8
2017-05-19 14:53:00,7
2017-05-19 15:53:00,6
2017-05-20 10:53:00,7
2017-05-20 11:53:00,9
2017-05-20 12:53:00,10
2017-05-20 13:53:00,8
2017-05-20 14:53:00,7
2017-05-21 10:53:00,7
2017-05-21 11:53:00,8
2017-05-21 12:53:00,8
2017-05-21 13:53:00,8
2017-05-21 14:53:00,7
2017-05-22 10:53:00,7
2017-05-22 11:53:00,8
2017-05-22 12:53:00,8
2017-05-22 13:53:00,8
2017-05-22 14:53:00,7
2017-05-23 10:53:00,7
2017-05-23 11:53:00,9
2017-05-23 12:53:00,10
2017-05-23 13:53:00,8
2017-05-23 14:53:00,7
2017-05-24 12:53:00,6
2017-05-25 11:53:00,8
2017-05-25 12:53:00,8
2017-05-25 13:53:00,8
2017-05-25 14:53:00,7
2017-05-27 11:53:00,8
2017-05-27 12:53:00,8
2017-05-27 13:53:00,8
2017-05-27 14:53:00,7
2017-05-28 11:13:00,6
2017-05-28 11:53:00,6
2017-05-28 12:53:00,7
2017-05-28 13:53:00,7
2017-05-28 14:53:00,7
2017-05-28 15:53:00,6
2017-05-30 12:53:00,6
2017-05-31 10:53:00,6
2017-05-31 11:53:00,8
2017-05-31 12:53:00,9
2017-05-31 13:53:00,8
2017-05-31 14:53:00,7
2017-06-01 11:53:00,8
2017-06-01 12:53:00,9
2017-06-01 13:33:00,7
2017-06-01 13:53:00,7
2017-06-01 14:53:00,6
2017-06-02 11:53:00,8
2017-06-02 12:53:00,7
2017-06-02 13:53:00,7
2017-06-02 14:53:00,6
2017-06-03 12:53:00,6
2017-06-03 13:53:00,8
2017-06-03 14:53:00,6
2017-06-04 10:53:00,6
2017-06-04 11:53:00,9
2017-06-04 12:53:00,10
2017-06-04 13:53:00,10
2017-06-04 14:53:00,8
2017-06-04 15:53:00,6
2017-06-05 10:53:00,6
2017-06-05 11:53:00,8
2017-06-05 12:53:00,9
2017-06-05 13:53:00,9
2017-06-05 14:53:00,6
2017-06-06 11:53:00,8
2017-06-06 12:53:00,9
2017-06-06 13:53:00,9
2017-06-06 14:53:00,7
2017-06-07 12:53:00,6
2017-06-07 13:53:00,6
2017-06-09 12:53:00,6
2017-06-09 13:53:00,6
2017-06-10 11:53:00,7
2017-06-10 12:53:00,7
2017-06-10 13:53:00,7
2017-06-10 14:53:00,6
2017-06-11 11:53:00,7
2017-06-11 12:53:00,6
2017-06-11 13:53:00,6
2017-06-12 12:53:00,9
2017-06-12 13:53:00,9
2017-06-12 14:53:00,6
2017-06-13 10:53:00,7
2017-06-13 11:53:00,9
2017-06-13 12:53:00,10
2017-06-13 13:53:00,9
2017-06-13 14:53:00,7
2017-06-13 15:53:00,6
2017-06-14 10:53:00,7
2017-06-14 11:53:00,9
2017-06-14 12:53:00,10
2017-06-14 13:53:00,10
2017-06-14 14:53:00,8
2017-06-15 10:53:00,6
2017-06-15 11:53:00,8
2017-06-15 12:53:00,9
2017-06-15 13:53:00,9
2017-06-15 14:53:00,7
2017-06-16 10:53:00,7
2017-06-16 11:53:00,9
2017-06-16 12:53:00,10
2017-06-16 13:53:00,10
2017-06-16 14:53:00,7
2017-06-17 11:53:00,7
2017-06-17 12:53:00,7
2017-06-17 13:53:00,7
2017-06-17 14:53:00,7
2017-06-18 10:53:00,7
2017-06-18 11:53:00,9
2017-06-18 12:53:00,10
2017-06-18 13:53:00,10
2017-06-18 14:53:00,7
2017-06-19 10:53:00,6
2017-06-19 11:53:00,8
2017-06-19 12:53:00,10
2017-06-19 13:53:00,9
2017-06-19 14:53:00,7
2017-06-20 10:53:00,7
2017-06-20 11:53:00,9
2017-06-20 12:53:00,10
2017-06-20 13:53:00,10
2017-06-20 14:53:00,7
2017-06-21 10:53:00,7
2017-06-21 11:53:00,9
2017-06-21 12:53:00,10
2017-06-21 13:53:00,10
2017-06-21 14:53:00,9
2017-06-21 15:53:00,6
2017-06-22 10:53:00,7
2017-06-22 11:53:00,9
2017-06-22 12:53:00,10
2017-06-22 13:53:00,10
2017-06-22 14:53:00,9
2017-06-22 15:53:00,6
2017-06-23 10:53:00,7
2017-06-23 11:53:00,9
2017-06-23 12:53:00,10
2017-06-23 13:53:00,10
2017-06-23 14:53:00,9
2017-06-23 15:53:00,6
2017-06-24 12:53:00,6
2017-06-24 13:53:00,6
2017-06-25 10:53:00,6
2017-06-25 11:53:00,8
2017-06-25 12:53:00,9
2017-06-25 13:53:00,9
2017-06-25 14:53:00,7
2017-06-25 15:53:00,6
2017-06-26 10:53:00,6
2017-06-26 11:53:00,8
2017-06-26 12:53:00,10
2017-06-26 13:53:00,10
2017-06-26 14:53:00,9
2017-06-26 15:53:00,6
2017-06-27 11:53:00,8
2017-06-27 12:53:00,9
2017-06-27 13:53:00,9
2017-06-27 14:53:00,7
2017-06-28 10:53:00,6
2017-06-28 11:53:00,9
2017-06-28 12:53:00,10
2017-06-28 13:53:00,10
2017-06-28 14:53:00,9
2017-06-28 15:53:00,6
2017-06-29 10:53:00,7
2017-06-29 11:53:00,9
2017-06-29 12:53:00,10
2017-06-29 13:53:00,10
2017-06-29 14:53:00,9
2017-06-30 10:53:00,6
2017-06-30 11:53:00,8
2017-06-30 12:53:00,9
2017-06-30 13:53:00,9
2017-06-30 14:53:00,9
2017-06-30 15:53:00,6
2017-07-01 11:53:00,8
2017-07-01 12:53:00,9
2017-07-01 13:53:00,9
2017-07-01 14:53:00,8
2017-07-01 15:53:00,6
