FID,osm_id,code,fclass,name,lon,lat
1993,358792436,2082,school,Sepulveda Elementary School (historical),-118.3619116,33.8282652
1994,358792442,2082,school,Sequoia Middle School,-117.4767159,34.0822335
1995,358792456,2082,school,Serra School,-117.6744954,33.4641944
1996,358792471,2082,school,Seventeenth Street School,-117.9972823,33.7594606
1997,358792475,2082,school,Seventh Day Adventist School,-118.1356236,33.8922374
1998,358792478,2082,school,Seventh Day Adventist School,-118.0225655,33.9564018
1999,358792480,2082,school,Seventh Day Adventist School,-117.4083791,33.9611262
2000,358792482,2082,school,Seventh Day Adventist School,-117.1994833,34.0530694
2001,358792485,2082,school,Seventh Day Adventist School,-117.6161645,34.091677
2002,358792486,2082,school,Crescenta Valley Adventist School,-118.267854,34.233337
2003,358792489,2082,school,Seventh Day Adventist School,-117.2958788,34.524996
2004,358792491,2082,school,Seventh Day Adventist School,-117.0064441,34.8794556
2005,358792493,2082,school,Seventh Street Elementary School,-118.3117382,33.7386293
2006,358792496,2082,school,Seventy-Fifth Street Elementary School,-118.2753515,33.9711256
2007,358792501,2082,school,Seventy-Ninth Street School,-118.2600734,33.9677926
2008,358792515,2204,park,Shamel Park,-117.393934,33.9455711
2009,358792519,2082,school,Sharp Elementary School,-118.4325828,34.2525029
2010,358792542,2082,school,Sheriffs Academy,-117.3189315,33.9577939
2011,358792546,2082,school,Sherman Oaks Elementary School,-118.4553594,34.150284
2012,358792555,2082,school,Shirley Elementary School,-118.5578635,34.196949
2013,358792560,2082,school,Shoemaker School,-118.3095159,33.740296
2014,358792566,2082,school,Short Elementary School,-118.4331335,33.9900116
2015,358792576,2082,school,Sierra Vista High School,-118.0445105,33.9522354
2016,358792586,2082,school,Sierra Madre Elementary School,-118.0559013,34.1647283
2017,358792589,2082,school,Sierra Mesa School,-118.0439564,34.1644505
2018,358792593,2082,school,Sierra Park Elementary School,-118.1689687,34.0822355
2019,358792597,2082,school,Sierra Elementary School,-118.1445174,34.6785968
2020,358792602,2082,school,Sierra Vista High School,-117.9797873,34.0755648
2021,358792607,2082,school,Sierra Vista Elementary School,-117.546552,33.9331774
2022,358792620,2082,school,Sierra Vista Middle School,-117.9472861,34.0313999
2023,358792630,2082,school,Silsbee School,-115.6380549,32.7592248
2024,358792631,2082,school,Silver Gate Elementary School,-117.2525369,32.7322724
2025,358792652,2082,school,Silver Strand Elementary School,-117.1450315,32.6444979
2026,358792663,2082,school,Simi Elementary School,-118.7384249,34.2702807
2027,358792679,2082,school,Simons Junior High School,-117.7383899,34.0402892
2028,358792682,2204,park,Simpson Park,-117.9503392,33.8872364
2029,358792683,2082,school,Sinaloa Junior High School,-118.7848154,34.2661142
2030,358792690,2082,school,Sisters of Social Service Novitiate,-118.4917495,34.1480617
2031,358792694,2082,school,Sixth Avenue Elementary School,-118.3242424,34.0258455
2032,358792697,2082,school,Sixty-Eighth Street Elementary School,-118.2842407,33.9775143
2033,358792729,2082,school,Slover School,-117.4828271,34.0633451
2034,358792732,2082,school,Gerald P Carr Intermediate School,-117.8964459,33.726129
2035,358792752,2082,school,Smith Park School,-118.3736863,33.9083474
2036,358792757,2082,school,Agnes L Smith Elementary School,-118.0039489,33.6705745
2037,358792759,2082,school,Smith School,-118.3553523,33.8989034
2038,358792762,2082,school,Smith School,-117.4000467,34.0808452
2039,358792774,2204,park,Solana Beach County Park,-117.2753148,32.9944882
2040,358792776,2082,school,Solano Elementary School,-118.2322958,34.0763997
2041,358792778,2204,park,Soledad Park,-117.2439255,32.8411587
2042,358792781,2082,school,Soledad School,-118.1678489,34.0419562
2043,358792783,2082,school,Acton Elementary School,-118.1964641,34.4727716
2044,358792791,2204,park,Somerset Park,-118.1736796,33.8316833
2045,358792800,2204,park,South Bay Park,-117.0978063,32.577278
2046,358792807,2204,park,Southcrest Park,-117.1070183,32.6929403
2047,358792812,2082,school,South Gate Senior High School,-118.2089605,33.9550148
2048,358792821,2082,school,South High School,-119.0139908,35.3241266
2049,358792823,2082,school,South Hills Academy,-117.9120071,34.0497326
2050,358792841,2082,school,South Park Elementary School,-118.2659771,33.9604903
2051,358792850,2082,school,South Ranchito Elementary School,-118.0806953,33.9955456
2052,358792857,2082,school,South School,-118.3961859,33.8575146
2053,358792861,2082,school,South Tamarind Elementary School,-117.4219919,34.0983445
2054,358792863,2082,school,South Whittier Intermediate School,-118.0497883,33.943069
2055,358792875,2082,school,Claremont School of Theology,-117.7160947,34.1086923
2056,358792888,2082,school,Spanish American Baptist Seminary,-118.1917385,34.0300125
2057,358792896,2082,school,Sparks Schools,-117.9581198,34.0366774
2058,358792904,2082,school,Spring Valley Middle School,-116.988638,32.7506074
2059,358792906,2082,school,Spring Valley Elementary School,-117.0024712,32.749146
2060,358792931,2204,park,Stage Station Historical Marker,-116.1047376,32.6706169
2061,358792938,2204,park,Standley Park,-117.2094799,32.8497698
2062,358792941,2082,school,Stanford Elementary School,-118.2203892,33.9511233
2063,358792952,2204,park,Star Park,-117.1842003,32.6842188
2064,358792970,2204,park,Steckel Park,-119.0801049,34.4069409
2065,358792978,2082,school,Stephen Foster Elementary School,-118.1309086,33.8580752
2066,358792981,2082,school,Stephens Middle School,-118.2184032,33.8086285
2067,358792983,2082,school,Sterling Christian School,-117.2449416,34.1178351
2068,358792985,2082,school,Sterling School,-117.2428194,34.1544543
2069,358792988,2082,school,Nora Sterry Elementary School,-118.4470238,34.0441765
2070,358793007,2082,school,Stockton Elementary School,-117.1266982,32.7092185
2071,358793011,2082,school,Stonehurst Elementary School,-118.3703581,34.2491697
2072,358793025,2204,park,Stough Park,-118.3066886,34.213335
2073,358793028,2082,school,Strathern Elementary School,-118.4003587,34.2147265
2074,358793040,2082,school,Alternative Education School,-117.2950432,34.1133446
2075,358793087,2082,school,Sumner - Danbury Elementary School,-117.7406086,34.1169878
2076,358793093,2204,park,Sunbeam Recreation Area,-115.6891674,32.783391
2077,358793104,2082,school,Sunkist Elementary School,-117.9747871,34.0563989
2078,358793107,2082,school,Sunkist Elementary School,-117.9053402,34.0855648
2079,358793117,2082,school,Sunnymead Middle School,-117.2447618,33.9333504
2080,358793129,2082,school,Sunnyside School,-118.055066,33.9291804
2081,358793147,2204,park,Sunset Cliffs,-117.2563,32.73
2082,358793151,2204,park,Sunset Park,-117.1983676,32.6875519
2083,358793175,2082,school,Sunset Elementary School,-117.9672868,34.0450104
2084,358793177,2082,school,Sunset School,-117.9433971,34.0655653
2085,358793188,2082,school,Sunshine Special School,-117.4491202,33.9270368
2086,358793197,2082,school,Suva Elementary School,-118.1417362,33.9672361
2087,358793205,2204,park,Switzer Park,-117.1864298,34.232507
2088,358793217,2082,school,Sycamore Elementary School,-118.739536,34.2766693
2089,358793222,2082,school,Sycamore Elementary School,-117.6669993,34.1113984
2090,358793225,2082,school,Sylmar High School,-118.4417497,34.3077785
2091,358793229,2082,school,Sylmar Elementary School,-118.4464721,34.3119449
2092,358793246,2082,school,Taft Union High School,-119.4606745,35.1462963
2093,358793255,2082,school,Talpa School,-118.2045168,34.0369567
2094,358793259,2082,school,Taper Elementary School,-118.2989604,33.7616845
2095,358793269,2082,school,Charles W Te Winkle Middle School,-117.9247801,33.6877968
2096,358793275,2252,pitch,Ted Greene Field,-117.7463274,34.0839758
2097,358793283,2082,school,Telfair Elementary School,-118.4317494,34.2688911
2098,358793293,2082,school,Temple Elementary School,-117.9633978,34.0380663
2099,358793314,2082,school,Terrace Hills Junior High School,-117.3119876,34.0294588
2100,358793363,2082,school,The Country Day School,-118.0233942,33.7158509
2101,358793382,2082,school,The Oaks School,-116.8928018,32.7233872
2102,358793393,2082,school,Roosevelt Senior High School,-118.2103503,34.0380679
2103,358793398,2082,school,Roosevelt Elementary School,-118.1553469,33.9127928
2104,358793403,2082,school,Theodore Roosevelt School,-118.453211,33.9899859
2105,358793407,2082,school,Roosevelt Elementary School,-117.7620018,34.0652883
2106,358793410,2082,school,Roosevelt Elementary School,-118.1864572,33.7864064
2107,358793419,2204,park,Thirty Eighth Street County Park,-114.6277338,33.4347514
2108,358793428,2082,school,Thirty-Sixth Street Elementary School,-118.3106309,34.0230681
2109,358793450,2082,school,Thompson Elementary School,-118.0039549,34.0822311
2110,358793453,2082,school,Thompson Elementary School,-117.203651,34.1197335
2111,358793475,2082,school,Thurston Middle School,-117.765,33.5497222
2112,358793484,2082,school,Tierra Rica School,-117.9408953,33.9277913
2113,358793487,2082,school,Conejo Valley High School,-118.9201205,34.183345
2114,358793510,2082,school,Eleanor J. Toll Middle School,-118.2710795,34.1647644
2115,358793513,2082,school,Toluca Lake Elementary School,-118.3610361,34.1592927
2116,358793521,2082,school,Tonopah School,-117.9595088,34.0522324
2117,358793530,2082,school,Torch Middle School,-117.9842318,34.0572321
2118,358793548,2082,school,Torrey Pines Elementary School,-117.2442031,32.8589361
2119,358793551,2204,park,Tourmaline Surfing Park,-117.2617038,32.8050483
2120,358793557,2082,school, ,-118.100625,34.1425072
2121,358793565,2082,school,Township Elementary School,-118.7148131,34.2941685
2122,358793570,2082,school,Tracy Elementary School,-117.9845097,34.0722315
2123,358793579,2082,school,Transfiguration School,-118.3209088,34.0116795
2124,358793586,2082,school,Traweek Intermediate School,-117.9042291,34.0797316
2125,358793590,2082,school,Tri-City Academy,-117.9642311,34.0597321
2126,358793601,2082,school,Trinity School,-118.3609083,33.9147364
2127,358793604,2082,school,Trinity School,-118.0995119,33.927792
2128,358793607,2082,school,Trinity School,-118.0517337,33.9914015
2129,358793609,2082,school,Trinity Elementary School,-118.2689631,34.0122358
2130,358793618,2082,school,Troth Street Elementary School,-117.5169943,33.9866803
2131,358793621,2204,park,Tucca Park,-116.4933171,34.1050407
2132,358793628,2082,school,Tucker Elementary School,-118.1367331,33.7966835
2133,358793654,2082,school,Tulita Elementary School,-118.3761849,33.8211267
2134,358793658,2082,school,Tulsa Elementary School,-118.4928628,34.2686134
2135,358793668,2082,school,New School of Architecture,-117.1550328,32.7139404
2136,358793671,2082,school,Twenty-Eight Street Elementary School,-118.2616267,34.0191589
2137,358793678,2082,school,Twenty-Fourth Street Elementary School,-118.3109088,34.035012
2138,358793690,2082,school,Twentynine Palms Elementary School,-116.0397241,34.1536131
2139,358793723,2082,school,Twinhill Elementary School,-117.4936594,33.932237
2140,358793736,2082,school,Two Hundred Twenty-Third Street School,-118.2961834,33.8250168
2141,358793747,2082,school,Union Academy,-117.2617083,34.0602914
2142,358793750,2082,school,Union Elementary School,-118.2667412,34.0636224
2143,358793762,2082,school,Calexico High School,-115.487216,32.6775584
2144,358793766,2082,school,Union High School,-115.3858201,32.8156057
2145,358793775,2082,school,Union High School,-115.5344338,32.9828232
2146,358793778,2082,school,Union High School,-116.962246,33.7522424
2147,358793781,2082,school,Union High School District,-119.1919152,34.2001489
2148,358793784,2082,school,Walnut Canyon Elementary School,-118.8853748,34.2875023
2149,358793788,2082,school,Union High School,-119.0702188,34.3565273
2150,358793792,2082,school,Lompoc Valley Middle School,-120.4647336,34.6364649
2151,358793820,2082,school,John Kelley Elementary School,-116.1431046,33.639882
2152,358793823,2082,school,Montecito Union Elementary School,-119.6323068,34.4321161
2153,358793827,2082,school,Orcutt Junior High School,-120.4414324,34.8622233
2154,358793836,2082,school,Union School,-120.5654423,35.6383034
2155,358793846,2082,school,United States Navy Survival Training School,-116.6458527,33.2894816
2156,358793855,2082,school,University of California Imperial Valley Fir,-115.4472125,32.8047746
2157,358793858,2082,school,University of California - San Diego,-117.2378377,32.8805933
2158,358793863,2082,school,University of Redlands,-117.1640951,34.0625269
2159,358793867,2082,school,University Heights Junior High School,-117.3561553,33.9750154
2160,358793874,2204,park,University Heights Park,-117.1533666,32.7619946
2161,358793877,2082,school,University Senior High School,-118.4603576,34.045565
2162,358793885,2082,school,University of California Experiment Station,-117.3364323,33.9644602
2163,358793913,2082,school,Unsworth Elementary School,-118.1067348,33.9561249
2164,358793916,2082,school,Upland College,-117.6600547,34.0994543
2165,358793919,2082,school,Upland High School,-117.6580857,34.1041328
2166,358793942,2082,school,Urbita School,-117.3050434,34.0855679
2167,358793958,2082,school,Vail High School,-118.129514,33.9927911
2168,358793969,2082,school,Val Verde Elementary School,-117.2353152,33.8202966
2169,358793977,2082,school,Valencia Park Elementary School,-117.9728865,33.8669546
2170,358793980,2082,school,Valencias Elementary School,-118.0871783,33.9892993
2171,358793983,2082,school,Valencia Elementary School,-117.9053403,34.1016753
2172,358793984,2082,school,Valencia High School,-117.867003,33.8769592
2173,358793985,2082,school,Valentine Elementary School,-118.116181,34.1161194
2174,358793987,2082,school,Valerio Elementary School,-118.4617497,34.20556
2175,358793991,2082,school,Dean L Shively School,-118.0475673,34.0441774
2176,358793992,2204,park,Vallecito Stage Station County Park,-116.3543994,32.9759446
2177,358793996,2082,school,Valley Center Middle School,-117.0208346,33.2365276
2178,358794014,2082,school,Valley School,-118.475639,34.2008378
2179,358794016,2082,school,Valley View Junior High School,-118.709813,34.2966684
2180,358794019,2082,school,Valley View School,-118.0203426,33.9361244
2181,358794023,2082,school,Valley View Elementary School,-117.9397861,34.1494512
2182,358794026,2082,school,Hermosa Valley School,-118.3964772,33.8659347
2183,358794030,2082,school,Valley Vocational Center,-117.9647867,34.022789
2184,358794032,2082,school,Valleydale Elementary School,-117.9167296,34.1088972
2185,358794039,2082,school,Van Deene Elementary School,-118.2895168,33.8383499
2186,358794041,2204,park,Van Der Linden Field,-115.3791532,32.8069946
2187,358794045,2205,playground,Van Ness Playground,-118.3180131,33.9902176
2188,358794052,2204,park,Van Nuys Recreation Area,-118.4456378,34.1950048
2189,358794055,2082,school,Van Nuys Elementary School,-118.4467488,34.1880606
2190,358794059,2082,school,J E Van Wig Elementary School,-117.9756204,34.0602876
2191,358794068,2082,school,Vaughn Elementary School,-118.4228601,34.280835
2192,358794073,2204,park,Ven-Tu Park,-118.909819,34.1744498
2193,358794075,2082,school,Vena Elementary School,-118.4211933,34.2400033
2194,358794092,2082,school,Ventura School for Girls,-119.2831674,34.3072229
2195,358794095,2082,school, ,-119.0592705,34.3519104
2196,358794099,2082,school,Verde School,-115.3369299,32.7222739
2197,358794108,2204,park,Verdugo Park,-118.3406407,34.1647333
2198,358794109,2082,school,Vermont Elementary School,-118.2922972,34.030568
2199,358794111,2082,school,Vermont Elementary School,-117.3522678,34.1625093
2200,358794113,2082,school,Vernon City Elementary School,-118.2311841,34.0036252
2201,358794115,2082,school,Vernon Middle School,-117.6839441,34.0766772
2202,358794120,2256,stadium,Veterans Memorial Stadium,-118.1361906,33.8282367
2203,358794141,2082,school,Victor Valley High School,-117.3022678,34.5302734
2204,358794157,2082,school,Victoria Elementary School,-117.3750444,33.9452935
2205,358794160,2082,school,Victory Elementary School,-118.3931357,34.1852831
2206,358794167,2082,school,Victory Park School,-118.2343534,33.8912954
2207,358794186,2082,school,Villacorta Elementary School,-117.9114515,34.0175116
2208,358794187,2082,school,Village Christian School,-118.3556351,34.2302815
2209,358794201,2082,school,Vincent School,-117.9283966,34.0750095
2210,358794207,2082,school,Vinedale Elementary School,-118.3523017,34.2338925
2211,358794211,2082,school,Vineland Elementary School,-117.9617311,34.0797314
2212,358794215,2082,school,Vineyard Elementary School,-117.6229814,34.0842492
2213,358794234,2082,school,Visitation School,-118.4040575,33.9585759
2214,358794239,2082,school,Vista Christian School,-117.2483688,33.2169805
2215,358794241,2724,memorial,Vista De Anza Historical Marker,-115.9018907,32.6954638
2216,358794244,2082,school, ,-117.2378393,33.2008045
2217,358794257,2204,park,Vista Picnic Ground,-117.892008,34.3494444
2218,358794260,2082,school,Vista School,-118.7481473,34.2747249
2219,358794278,2082,school,Wadsworth Elementary School,-118.2578515,34.0097361
2220,358794285,2082,school,Cesar Chavez Elementary School,-118.0750662,33.9036255
2221,358794300,2082,school,Walnut Avenue Elementary School,-117.6836661,34.0269564
2222,358794302,2082,school,Walnut Grove School,-118.7514808,34.2641699
2223,358794304,2082,school,Del Paso High School,-117.8558939,34.0077899
2224,358794308,2082,school,Walnut Elementary School,-117.9767316,34.0983417
2225,358794323,2082,school,Ward Elementary School,-118.1411798,33.9150148
2226,358794332,2082,school,Warm Springs Elementary School,-117.24302,34.11773
2227,358794340,2082,school,Warner Elementary School,-116.6427971,33.2742044
2228,358794342,2082,school,Warren High School,-118.1392356,33.9358477
2229,358794344,2082,school,Warren Lane Elementary School,-118.3250747,33.951403
2230,358794351,2082,school,Washington Boulevard School,-118.2961863,34.0386231
2231,358794362,2082,school,Washington Middle School,-117.2577168,33.2035685
2232,358794372,2082,school,Washington Elementary School,-118.1270122,33.8944594
2233,358794381,2082,school,Washington Middle School,-118.1947909,33.7850176
2234,358794393,2082,school,Washington School,-115.5430506,32.7925553
2235,358794405,2082,school,Washington Elementary School,-118.3500748,33.9155699
2236,358794409,2082,school,Washington Elementary School,-117.3831,33.934738
2237,358794415,2082,school,Santa Monica Alternative School,-118.4789683,34.0011218
2238,358794417,2082,school,Washington Elementary School,-118.1139583,34.015568
2239,358794422,2082,school,Washington High School,-117.3111546,34.0716795
2240,358794428,2082,school,Washington Elementary School,-118.3356339,34.1980606
2241,358794435,2082,school,Washington Elementary School,-117.737001,34.0522332
2242,358794446,2082,school,Watts School,-117.3733792,34.1022335
2243,358794450,2204,park,Wayside Park,-119.0156572,35.3421817
2244,358794462,2082,school,Webster Middle School,-118.434801,34.0297326
2245,358794466,2082,school,Webster Elementary School,-118.1067364,34.1694505
2246,358794491,2082,school,Wells Middle School,-117.4687075,33.9321661
2247,358794493,2082,school,Emma W Shuey Elementary School,-118.0842353,34.0836205
2248,358794498,2082,school,Wescove Elementary School,-117.940897,34.0597322
2249,358794499,2082,school,West Athens Elementary School,-118.2947958,33.9241817
2250,358794514,2082,school,West Coast Seminary,-118.3714682,34.1722281
2251,358794516,2082,school,West Covina Christian School,-117.9361747,34.0852869
2252,358794540,2082,school,West Randall Elementary School,-117.4642155,34.0850113
2253,358794542,2082,school,West Riverside Elementary School,-117.414491,33.9977922
2254,358794547,2082,school,West Vernon Elementary School,-118.2800744,34.0044582
2255,358794549,2082,school,West View Elementary School,-117.1266966,32.586722
2256,358794551,2082,school,West Whittier Elementary School,-118.0672898,33.987235
2257,358794566,2082,school,Western Pilgrim School,-118.0417338,34.0561213
2258,358794568,2082,school,Western University,-117.0372503,32.7139413
2259,358794573,2082,school,Harvard-Westlake Middle School,-118.433691,34.0891751
2260,358794594,2082,school,Westside School,-115.732225,32.7586703
2261,358794609,2082,school,Whaley Middle School,-118.1903479,33.9030711
2262,358794623,2082,school,James A Whitaker Elementary School,-117.9867287,33.8622367
2263,358794627,2082,school,White Middle School,-118.2856276,33.8255725
2264,358794631,2082,school,White Memorial School,-118.2186841,34.0511229
2265,358794634,2204,park,White Oaks Park,-118.6642562,34.2861131
2266,358794659,2082,school,Whittier Christian High School,-118.0278435,33.9641795
2267,358794667,2204,park,Whittier Narrows Dam County Recreational Area,-118.066179,34.0430665
2268,358794669,2082,school,Whittier School,-117.197331,32.8037652
2269,358794678,2082,school,Wiggin School,-117.1869855,32.8202468
2270,358794680,2082,school,Wiggins School,-118.0539557,33.9733462
2271,358794682,2082,school,Wilcox Elementary School,-118.1228474,34.0255677
2272,358794698,2204,park,Wildwood Canyon Park,-118.2945214,34.2080603
2273,358794701,2082,school,Wildwood School,-119.4406716,35.4563491
2274,358794706,2204,park,Will Rogers Beach State Park,-118.5306369,34.0336202
2275,358794715,2082,school,Will Rogers Intermediate School,-118.3461854,33.8905704
2276,358794731,2082,school,Willard School,-118.2222937,33.9158489
2277,358794734,2082,school,Frances E Willard Elementary School,-118.0831241,34.0655657
2278,358794745,2082,school,Williams Elementary School,-118.1481249,33.9441811
2279,358794768,2082,school,Hacienda La Puenta Adult Education School,-117.9803428,34.0444548
2280,358794776,2082,school,Willowood School,-117.9600644,34.0625098
2281,358794779,2082,school,Wilmington Middle School,-118.2739604,33.7975176
2282,358794780,2082,school,Wilmington Park Elementary School,-118.2461818,33.7861292
2283,358794782,2082,school,Wilshire Crest Elementary School,-118.3436878,34.0575106
2284,358794804,2082,school,Wilson Elementary School,-118.2059043,33.9214042
2285,358794807,2082,school,Woodrow Wilson Elementary School,-117.326155,34.0580688
2286,358794811,2082,school,Wilson School,-119.1805121,34.2054319
2287,358794814,2082,school,Wilson School,-119.7095797,34.4191641
2288,358794820,2082,school,Wilson School,-118.133123,33.8647378
2289,358794825,2082,school,Wilsonia Elementary School,-117.8278416,34.6388784
2290,358794827,2082,school,Wilton Place Elementary School,-118.3145203,34.0583443
2291,358794833,2082,school,Windsor Hills Math-Science-Aerospace Magnet School,-118.3559095,33.9955684
2292,358794838,2082,school,Wing Lane Elementary School,-117.9286743,34.0283444
2293,358794843,2082,school,Winnetka Elementary School,-118.5714755,34.2197262
2294,358794850,2082,school,Wirtz Elementary School,-118.1511799,33.9025151
2295,358794853,2204,park,Wister Waterfowl Management Area,-115.589989,33.2839243
2296,358794858,2082,school,Witter School,-115.5402677,32.9722683
2297,358794865,2082,school,Howard Wood Elementary School,-118.3214615,33.8125166
2298,358794868,2082,school,Woodbury College,-118.2622966,34.0525119
2299,358794877,2082,school,Woodcrest Elementary School,-118.2953515,33.9375148
2300,358794882,2082,school,Woodlawn Elementary School,-118.1772931,33.9775141
2301,358794891,2082,school,Woodruff Avenue School,-118.1167339,33.8850151
2302,358794893,2082,school,Columbus Continuation High School,-118.1159012,33.9191812
2303,358794904,2082,school,Workman Avenue Elementary School,-117.9042291,34.0758428
2304,358794909,2082,school,Workman Elementary School,-117.9475639,34.0214002
2305,358794910,2082,school,Worth School,-115.5352672,32.9811566
2306,358794912,2082,school,Millennial Tech Middle School,-117.0897525,32.7175519
2307,358794935,2082,school,Yerba Buena School,-118.9484305,34.0927848
2308,358794938,2082,school,Yeshiva University,-118.3878557,34.0555657
2309,358794950,2082,school,Yorba Elementary School,-117.7531127,34.0858431
2310,358794961,2082,school,Yorkdale Elementary School,-118.1942393,34.1208419
2311,358794963,2082,school,Oak View High School and Education Center,-117.0613974,34.0292823
2312,358794968,2082,school,Yucaipa Elementary School,-117.0380861,34.0286252
2313,358794971,2082,school,Yukon Elementary School,-118.3367404,33.8686265
2314,358794974,2082,school,Yukon Intermediate School,-118.3345187,33.9061258
2315,358794983,2082,school,Walter Zimmerman Elementary School,-117.4011576,34.0530684
2316,358794987,2082,school,Zion Lutheran School,-117.9012721,33.8404798
2317,358795453,2950,tower,KBRT,-118.3717412,33.3616951
2318,358795739,2082,school,Antelope Valley College (historical),-118.1253501,34.7016516
2319,358795741,2204,park,Havasu National Wildlife Refuge,-114.4060691,34.5577883
2320,358795744,2082,school,Balboa Elementary School,-117.1089195,32.6867193
2321,358795751,2082,school,Dyer Elementary School,-118.4475833,34.2997232
2322,358795780,2204,park,Park Number Three,-119.3901162,34.3188872
2323,358795784,2204,park,Park Number Five,-119.4187288,34.344997
2324,358795808,2082,school,Saint John of God School,-118.0828442,33.9061255
2325,358795816,2082,school,Saint John Chrysotom School,-118.3472977,33.9689023
2326,358795826,2082,school,Saint Louis of France School,-117.9781205,34.0488991
2327,358795831,2082,school,Lutheran School,-117.2452086,32.8001806
2328,358795833,2082,school,Saint Madeline School,-117.7325565,34.0669549
2329,358795864,2082,school,Second Street Elementary School,-118.2173607,34.044925
2330,358795866,2082,school,Shenandoah Street School,-118.384522,34.0388997
2331,358795868,2082,school,Sheridan Street Elementary School,-118.20776,34.05018
2332,358795934,2204,park,Bitter Creek National Wildlife Refuge,-119.3865068,34.9383066
2333,358795936,2204,park,Westside Mountain Park,-119.2073328,34.8494211
2334,358795938,2204,park,Mil Potrero Park,-119.1867764,34.8508099
2335,358795942,2204,park,Hungry Valley Oak Woodland Natural Preserve,-118.905653,34.7624809
2336,358795950,2204,park,Hungry Valley State Vehicular Recreation Area,-118.859262,34.7502593
2337,358796368,2082,school,Caldwell Street Elementary School,-118.2511832,33.8825164
2338,358796371,2082,school,Casier School,-118.12368,33.9627916
2339,358796451,2082,school,Ninth Street Elementary School,-118.2478717,34.0362524
2340,358796453,2204,park,Ninth Street and Encanto Park,-117.3119882,34.1150112
2341,358796455,2082,school,One Hundred Eighty-Sixth Street School,-118.3061841,33.8627937
2342,358796516,2204,park,Salton Sea National Wildlife Refuge,-115.7341625,33.1500426
2343,358796566,2082,school,Webster School,-118.698144,34.0388971
2344,358796575,2204,park,Tapia Park,-118.706597,34.0835387
2345,358800739,2082,school,Alessandro High School,-116.9744684,33.7489092
2346,358800743,2082,school,Aliso Elementary School,-119.5267599,34.4011558
2347,358800748,2082,school,Allendale Elementary School,-118.1434042,34.1258414
2348,358800773,2082,school,Annandale Elementary School,-118.1869683,34.1286409
2349,358800788,2082,school,Apache School,-119.3776184,34.7066499
2350,358800791,2082,school,Aquinius School,-117.2442083,34.1416771
2351,358800805,2082,school,Arroyo Seco School,-118.1636828,34.1319523
2352,358800820,2741,picnic_site,Aspen Glen Picnic Area,-116.9275602,34.2354442
2353,358800866,2082,school,Barton Elementary School,-117.2386525,34.1397327
2354,358800880,2082,school,Bear Valley School,-116.9705842,33.1753165
2355,358800885,2082,school,Belvedere Elementary School,-117.2325413,34.148899
2356,358800988,2204,park,Butterfield Stage Station Historical Marker,-117.5072692,33.8194613
2357,358800996,2204,park,Lake Cachuma Recreation Area,-119.9173632,34.5744347
2358,358801006,2082,school,Cahuilla Elementary School,-116.5386257,33.8080748
2359,358801010,2305,bar,Night Club,-117.4003253,34.2205629
2360,358801019,2724,memorial,Camp Wright Historical Marker,-116.7933555,33.388367
2361,358801040,2082,school,Castle Lake School,-117.3572627,33.6841877
2362,358801055,2082,school,Chandler Day School,-118.1628495,34.1594511
2363,358801073,2082,school,Cielo Vista Elementary School,-116.5014028,33.8136302
2364,358801079,2082,school,Cleveland Elementary School,-118.1617384,34.1705618
2365,358801083,2082,school,College of the Desert,-116.3872367,33.7325569
2366,358801085,2204,park,Collier Park,-116.8605818,33.0422666
2367,358801104,2082,school,Coronita Elementary School,-117.6022727,33.8730713
2368,358801127,2082,school,Crane Country Day School,-119.6195743,34.4244403
2369,358801151,2204,park,Cuyamaca State Park,-116.5625185,32.9358817
2370,358801155,2082,school,Dahlia Heights Elementary School,-118.1992396,34.1386189
2371,358801159,2082,school,De Luz Elementary School,-117.3192043,33.4422503
2372,358801168,2204,park,Deer Lodge Park,-117.2108752,34.2769497
2373,358801179,2082,school,Del Sur School,-118.2897992,34.7191502
2374,358801181,2082,school,Del Vallejo Middle School,-117.2467084,34.1461213
2375,358801248,2082,school,Fairview School,-117.2328189,34.1416771
2376,358801249,2082,school,Fairview School,-120.8318446,35.4433067
2377,358801251,2082,school,Fallsvale Elementary School,-116.9190761,34.0877729
2378,358801252,2204,park,Father Garces Monument,-118.8328723,35.4163464
2379,358801255,2204,park,Feraud Park,-119.3059471,34.4116622
2380,358801257,2204,park,Fleischmann Field,-119.5620706,34.4199951
2381,358801266,2204,park,Fort Tejon State Historic Park,-118.9000984,34.872753
2382,358801279,2204,park,Fremont Foxon Historical Marker,-120.2262615,34.4877666
2383,358801281,2204,park,Fremont-Foxen Monument,-120.2173754,34.8149809
2384,358801296,2082,school,Garretson Elementary School,-117.5614381,33.8639049
2385,358801312,2082,school,Girls Collegiate School,-117.6995003,34.1252867
2386,358801316,2204,park,Glen Helen Regional Park,-117.4039365,34.2052856
2387,358801351,2082,school,Grace School,-117.2417081,34.1288998
2388,358801377,2082,school,Hamilton School,-116.6561295,33.5703053
2389,358801381,2082,school,Harding Academy,-117.8650613,34.1488961
2390,358801411,2204,park,Heart Bar State Park,-116.7658551,34.1447322
2391,358801418,2082,school,Hemmerling Elementary School,-116.8978001,33.9286269
2392,358801419,2082,school,Mary P Henck Intermediate School,-117.2128196,34.2636168
2393,358801431,2082,school,Highland Avenue School,-117.2472639,34.1363995
