valid_time_gmt,pressure
2017-01-29 13:53:00,30.32
2017-01-29 14:53:00,30.3
2017-02-17 00:53:00,29.62
2017-02-17 01:53:00,29.57
2017-02-17 02:53:00,29.53
2017-02-17 03:53:00,29.47
2017-02-17 04:53:00,29.37
2017-02-17 05:53:00,29.32
2017-02-17 06:53:00,29.26
2017-02-17 07:53:00,29.21
2017-02-17 08:53:00,29.16
2017-02-17 09:53:00,29.13
2017-02-17 10:53:00,29.13
2017-02-17 11:53:00,29.13
2017-02-17 12:01:00,29.13
2017-02-17 12:53:00,29.12
2017-02-17 13:53:00,29.1
2017-02-17 14:53:00,29.09
2017-02-17 15:37:00,29.09
2017-02-17 15:53:00,29.08
2017-02-17 16:53:00,29.08
2017-02-17 17:53:00,29.1
2017-02-17 18:53:00,29.13
2017-02-17 19:53:00,29.19
2017-02-17 20:53:00,29.21
2017-02-17 21:53:00,29.22
2017-02-17 22:53:00,29.23
2017-02-17 23:53:00,29.25
2017-02-18 00:53:00,29.27
2017-02-18 01:53:00,29.3
2017-02-18 02:53:00,29.32
2017-02-18 03:46:00,29.35
2017-02-18 03:53:00,29.36
2017-02-18 04:05:00,29.36
2017-02-18 04:19:00,29.38
2017-02-18 04:26:00,29.38
2017-02-18 04:34:00,29.38
2017-02-18 04:53:00,29.38
2017-02-18 05:25:00,29.39
2017-02-18 05:32:00,29.39
2017-02-18 05:53:00,29.4
2017-02-18 06:53:00,29.43
2017-02-18 07:08:00,29.44
2017-02-18 07:53:00,29.47
2017-02-18 08:12:00,29.47
2017-02-18 08:24:00,29.48
2017-02-18 08:53:00,29.49
2017-02-18 08:58:00,29.5
2017-02-18 09:37:00,29.53
2017-02-18 09:53:00,29.53
2017-02-18 10:53:00,29.55
2017-02-18 11:53:00,29.56
2017-02-18 12:53:00,29.57
2017-02-18 13:53:00,29.56
2017-02-18 14:53:00,29.58
2017-02-18 15:53:00,29.61
2017-02-28 23:53:00,30.3
2017-03-01 00:53:00,30.31
2017-03-01 01:53:00,30.31
2017-03-01 02:53:00,30.31
2017-03-01 03:53:00,30.31
2017-03-01 04:53:00,30.33
2017-03-01 05:53:00,30.33
2017-03-01 06:53:00,30.34
2017-03-01 07:53:00,30.35
2017-03-01 08:53:00,30.37
2017-03-01 09:53:00,30.37
2017-03-01 10:53:00,30.36
2017-03-01 11:53:00,30.35
2017-03-01 12:53:00,30.32
2017-03-01 13:53:00,30.3
2017-03-01 20:53:00,30.3
2017-03-01 21:53:00,30.31
2017-03-01 22:53:00,30.31
2017-03-01 23:53:00,30.3
2017-03-02 00:53:00,30.3
2017-03-02 05:53:00,30.3
2017-03-02 07:53:00,30.3
2017-03-02 08:53:00,30.3
2017-03-02 09:53:00,30.3
2017-03-07 07:53:00,30.3
2017-03-07 08:53:00,30.31
2017-03-07 09:53:00,30.3
2017-03-07 10:53:00,30.3
2017-03-07 11:53:00,30.3
2017-06-21 18:53:00,29.62
2017-06-22 00:53:00,29.62
2017-06-22 01:53:00,29.61
2017-06-22 02:53:00,29.61
2017-06-22 03:53:00,29.61
2017-06-22 04:53:00,29.61
