valid_time_gmt,rh
2015-01-05 16:52:00,22.0
2015-01-05 17:52:00,26.0
2015-01-05 18:52:00,26.0
2015-01-09 11:52:00,25.0
2015-01-09 12:52:00,27.0
2015-01-10 11:52:00,27.0
2015-01-10 12:52:00,25.0
2015-01-10 13:52:00,24.0
2015-01-10 14:52:00,22.0
2015-01-10 15:52:00,24.0
2015-01-10 16:52:00,25.0
2015-02-03 13:52:00,26.0
2015-02-03 15:52:00,25.0
2015-02-03 16:52:00,26.0
2015-02-05 16:52:00,25.0
2015-02-05 17:52:00,26.0
2015-02-05 18:52:00,27.0
2015-02-06 14:52:00,26.0
2015-02-06 15:52:00,26.0
2015-02-06 16:52:00,24.0
2015-02-06 17:52:00,27.0
2015-02-07 11:52:00,27.0
2015-02-07 12:52:00,26.0
2015-02-07 13:52:00,22.0
2015-02-07 14:52:00,21.0
2015-02-07 16:52:00,24.0
2015-02-08 15:52:00,24.0
2015-02-13 14:52:00,25.0
2015-02-13 15:52:00,24.0
2015-02-13 16:52:00,25.0
2015-02-13 17:52:00,26.0
2015-02-15 13:52:00,27.0
2015-02-15 14:52:00,27.0
2015-02-15 15:52:00,27.0
2015-02-20 14:52:00,27.0
2015-02-20 16:52:00,24.0
2015-02-20 17:52:00,26.0
2015-03-08 18:52:00,27.0
2015-03-12 12:52:00,27.0
2015-03-12 13:52:00,25.0
2015-03-12 14:52:00,24.0
2015-03-12 15:52:00,26.0
2015-03-12 16:52:00,24.0
2015-03-12 17:52:00,26.0
2015-03-13 09:52:00,25.0
2015-03-13 10:52:00,25.0
2015-03-13 11:52:00,25.0
2015-03-13 12:52:00,23.0
2015-03-13 13:52:00,23.0
2015-03-13 14:52:00,22.0
2015-03-13 15:21:00,22.0
2015-03-13 15:52:00,26.0
2015-03-13 16:52:00,24.0
2015-03-18 10:52:00,27.0
2015-03-18 11:52:00,24.0
2015-03-18 12:52:00,23.0
2015-03-18 13:52:00,21.0
2015-03-18 14:52:00,20.0
2015-03-18 15:52:00,20.0
2015-03-18 16:52:00,18.0
2015-03-18 17:52:00,19.0
2015-03-18 18:52:00,19.0
2015-03-18 19:52:00,20.0
2015-03-18 20:52:00,23.0
2015-03-18 21:52:00,24.0
2015-03-18 22:52:00,23.0
2015-03-22 13:52:00,24.0
2015-03-22 14:52:00,25.0
2015-03-22 16:52:00,23.0
2015-03-22 17:52:00,23.0
2015-03-22 18:52:00,23.0
2015-03-23 14:52:00,26.0
2015-03-23 15:52:00,26.0
2015-03-23 16:52:00,23.0
2015-03-23 17:52:00,27.0
2015-03-23 18:52:00,27.0
2015-03-29 12:52:00,27.0
2015-03-29 13:52:00,26.0
2015-03-29 14:52:00,22.0
2015-03-29 15:52:00,21.0
2015-03-29 16:52:00,18.0
2015-03-29 17:52:00,17.0
2015-03-29 18:52:00,20.0
2015-03-29 19:52:00,27.0
2015-03-30 14:52:00,26.0
2015-03-30 15:52:00,23.0
2015-03-30 16:52:00,24.0
2015-03-30 17:52:00,20.0
2015-03-30 18:52:00,22.0
2015-03-30 19:52:00,22.0
2015-03-30 20:52:00,25.0
2015-03-30 21:52:00,27.0
2015-03-31 12:52:00,25.0
2015-03-31 13:52:00,25.0
2015-03-31 14:52:00,22.0
2015-03-31 15:52:00,23.0
2015-03-31 16:52:00,26.0
2015-04-01 15:52:00,27.0
2015-04-01 16:52:00,27.0
2015-04-04 14:52:00,24.0
2015-04-04 15:52:00,24.0
2015-04-04 16:52:00,22.0
2015-04-04 17:52:00,21.0
2015-04-04 18:52:00,21.0
2015-04-04 19:52:00,23.0
2015-04-04 20:52:00,22.0
2015-04-04 21:52:00,23.0
2015-04-04 22:52:00,27.0
2015-04-04 23:52:00,25.0
2015-04-05 10:52:00,27.0
2015-04-05 11:52:00,25.0
2015-04-05 12:52:00,23.0
2015-04-05 13:52:00,22.0
2015-04-05 14:52:00,20.0
2015-04-05 15:52:00,15.0
2015-04-05 16:52:00,16.0
2015-04-05 17:52:00,18.0
2015-04-05 18:05:00,19.0
2015-04-05 18:52:00,17.0
2015-04-05 19:52:00,22.0
2015-04-05 20:52:00,26.0
2015-04-06 13:52:00,19.0
2015-04-06 14:52:00,25.0
2015-04-11 13:52:00,25.0
2015-04-11 14:52:00,25.0
2015-04-11 15:52:00,23.0
2015-04-11 16:52:00,23.0
2015-04-11 17:52:00,21.0
2015-04-11 18:52:00,22.0
2015-04-11 19:52:00,24.0
2015-04-12 11:52:00,26.0
2015-04-12 12:52:00,25.0
2015-04-12 13:52:00,20.0
2015-04-12 16:52:00,27.0
2015-04-15 15:52:00,27.0
2015-04-16 12:52:00,27.0
2015-04-16 13:52:00,24.0
2015-04-18 16:52:00,25.0
2015-04-21 15:52:00,24.0
2015-04-21 16:52:00,23.0
2015-04-21 17:52:00,23.0
2015-04-21 18:52:00,22.0
2015-04-21 19:52:00,25.0
2015-04-21 20:52:00,26.0
2015-04-24 12:52:00,27.0
2015-04-24 13:52:00,25.0
2015-04-24 14:52:00,23.0
2015-04-24 15:52:00,21.0
2015-04-24 16:52:00,21.0
2015-04-24 17:52:00,19.0
2015-04-24 18:52:00,20.0
2015-04-24 19:52:00,22.0
2015-04-24 20:52:00,25.0
2015-04-24 21:52:00,26.0
2015-05-03 13:52:00,24.0
2015-05-03 14:52:00,22.0
2015-05-03 15:52:00,26.0
2015-05-12 19:52:00,26.0
2015-05-12 20:52:00,26.0
2015-05-12 22:52:00,27.0
2015-05-22 16:52:00,27.0
2015-05-22 17:52:00,27.0
2015-05-22 18:52:00,24.0
2015-05-22 19:52:00,27.0
2015-05-23 09:52:00,27.0
2015-05-23 10:52:00,24.0
2015-05-23 11:52:00,25.0
2015-05-23 12:52:00,24.0
2015-05-23 13:52:00,25.0
2015-05-23 14:52:00,22.0
2015-05-23 15:52:00,23.0
2015-08-13 15:52:00,25.0
2015-08-13 17:52:00,27.0
2015-11-13 12:52:00,24.0
2015-11-13 12:56:00,23.0
2015-11-13 13:52:00,24.0
2015-11-13 14:52:00,23.0
2015-11-13 15:52:00,24.0
2015-11-13 16:52:00,23.0
2015-11-13 17:52:00,24.0
2015-11-13 18:52:00,25.0
2015-11-13 19:52:00,23.0
2015-11-13 20:52:00,20.0
2015-11-13 21:52:00,23.0
2015-11-13 22:52:00,23.0
2015-11-13 23:52:00,26.0
2015-11-16 14:52:00,27.0
2015-11-20 12:52:00,23.0
2015-11-20 13:52:00,23.0
2015-11-20 14:52:00,21.0
2015-11-20 15:52:00,22.0
2015-11-20 16:52:00,21.0
2015-11-20 17:52:00,25.0
2015-11-20 18:52:00,25.0
2015-11-20 19:52:00,27.0
2015-12-16 09:52:00,7.0
2016-01-06 12:52:00,25.0
2016-01-11 13:52:00,25.0
2016-01-11 14:52:00,25.0
2016-01-11 15:52:00,22.0
2016-01-11 16:52:00,25.0
2016-03-08 12:52:00,26.0
2016-03-08 14:52:00,25.0
2016-03-08 15:16:00,23.0
2016-03-08 15:52:00,22.0
2016-03-18 12:52:00,26.0
2016-03-18 13:52:00,20.0
2016-03-18 14:52:00,20.0
2016-03-18 15:52:00,19.0
2016-03-18 16:52:00,18.0
2016-03-18 17:52:00,19.0
2016-03-18 18:52:00,18.0
2016-03-18 19:52:00,21.0
2016-03-18 20:52:00,23.0
2016-03-18 21:52:00,24.0
2016-03-18 22:52:00,26.0
2016-03-18 23:52:00,26.0
2016-03-19 00:52:00,24.0
2016-03-21 16:52:00,26.0
2016-03-21 17:52:00,26.0
2016-03-21 18:52:00,27.0
2016-03-23 15:52:00,25.0
2016-03-28 14:52:00,25.0
2016-03-29 16:52:00,27.0
2016-03-29 17:52:00,26.0
2016-03-29 18:52:00,27.0
2016-04-02 22:03:00,27.0
2016-04-03 15:52:00,27.0
2016-04-03 18:52:00,26.0
2016-04-04 15:26:00,25.0
2016-04-05 15:52:00,27.0
2016-04-10 16:52:00,27.0
2016-04-10 17:52:00,26.0
2016-04-12 16:52:00,25.0
2016-04-12 17:52:00,25.0
2016-04-12 18:52:00,26.0
2016-04-16 14:52:00,24.0
2016-04-16 15:52:00,25.0
2016-04-17 14:52:00,26.0
2016-04-17 15:52:00,26.0
2016-04-17 16:52:00,26.0
2016-04-17 17:52:00,24.0
2016-04-17 19:52:00,26.0
2016-04-18 12:52:00,26.0
2016-04-18 13:52:00,24.0
2016-04-18 14:52:00,21.0
2016-04-18 15:52:00,22.0
2016-04-18 16:52:00,20.0
2016-04-18 17:52:00,19.0
2016-04-18 18:52:00,26.0
2016-04-19 10:52:00,27.0
2016-04-19 11:52:00,25.0
2016-04-19 12:52:00,25.0
2016-04-19 13:52:00,25.0
2016-04-19 14:52:00,27.0
2016-04-19 15:20:00,27.0
2016-04-19 15:52:00,26.0
2016-04-19 19:52:00,26.0
2016-04-20 01:52:00,24.0
2016-04-20 02:52:00,26.0
2016-04-20 11:52:00,26.0
2016-04-20 12:52:00,20.0
2016-04-20 13:52:00,20.0
2016-04-20 14:52:00,19.0
2016-04-20 15:52:00,19.0
2016-04-20 16:52:00,18.0
2016-04-20 17:52:00,18.0
2016-04-20 18:52:00,25.0
2016-04-20 19:52:00,27.0
2016-04-24 10:52:00,24.0
2016-04-24 11:52:00,25.0
2016-04-24 12:52:00,21.0
2016-04-24 13:52:00,20.0
2016-04-24 14:52:00,23.0
2016-04-24 15:52:00,24.0
2016-04-24 16:52:00,25.0
2016-04-24 17:52:00,25.0
2016-05-08 15:52:00,24.0
2016-05-08 16:52:00,25.0
2016-05-08 17:52:00,26.0
2016-05-08 18:52:00,27.0
2016-06-09 16:52:00,27.0
2016-06-12 15:52:00,26.0
2016-06-12 16:52:00,17.0
2016-06-12 17:52:00,19.0
2016-06-12 18:52:00,16.0
2016-06-12 19:52:00,18.0
2016-06-12 20:52:00,22.0
2016-06-12 21:52:00,24.0
2016-06-12 22:52:00,26.0
2016-09-14 14:52:00,25.0
2016-09-14 15:52:00,22.0
2016-09-14 16:52:00,22.0
2016-09-14 17:52:00,27.0
2016-11-06 13:52:00,25.0
2016-11-06 14:52:00,24.0
2016-11-06 15:52:00,24.0
2016-11-13 13:52:00,25.0
2016-11-15 13:52:00,20.0
2016-11-21 12:52:00,26.0
2016-11-21 13:52:00,26.0
2016-11-21 14:52:00,25.0
2016-11-21 15:52:00,26.0
2016-11-22 15:52:00,25.0
2016-12-15 06:52:00,26.0
2016-12-15 07:52:00,27.0
2016-12-15 08:52:00,25.0
2016-12-15 10:52:00,25.0
2016-12-15 11:52:00,23.0
2016-12-15 12:52:00,22.0
2016-12-15 13:52:00,22.0
2016-12-15 14:52:00,23.0
2016-12-15 15:52:00,24.0
2016-12-15 16:52:00,27.0
2016-12-22 13:52:00,27.0
2016-12-22 14:52:00,27.0
2017-01-04 17:52:00,24.0
2017-01-04 18:52:00,24.0
2017-01-04 19:52:00,25.0
2017-02-04 11:52:00,25.0
2017-02-04 12:52:00,25.0
2017-02-04 13:52:00,22.0
2017-02-04 14:52:00,20.0
2017-02-04 15:52:00,20.0
2017-02-04 16:52:00,20.0
2017-02-10 14:52:00,27.0
2017-02-20 15:52:00,24.0
2017-02-20 16:52:00,27.0
2017-03-03 13:52:00,22.0
2017-03-03 14:52:00,22.0
2017-03-03 15:52:00,23.0
2017-03-03 16:52:00,27.0
2017-03-04 12:52:00,26.0
2017-03-04 13:52:00,26.0
2017-03-04 14:52:00,24.0
2017-03-04 15:52:00,23.0
2017-03-04 16:52:00,23.0
2017-03-04 17:52:00,26.0
2017-03-05 08:52:00,27.0
2017-03-05 09:52:00,26.0
2017-03-05 10:52:00,25.0
2017-03-05 11:52:00,24.0
2017-03-05 12:52:00,20.0
2017-03-05 13:52:00,20.0
2017-03-05 14:52:00,18.0
2017-03-05 15:52:00,17.0
2017-03-05 16:52:00,18.0
2017-03-05 17:52:00,21.0
2017-03-05 18:52:00,22.0
2017-03-05 19:52:00,24.0
2017-03-05 20:52:00,25.0
2017-03-08 10:52:00,26.0
2017-03-08 11:52:00,22.0
2017-03-08 12:52:00,18.0
2017-03-08 13:52:00,17.0
2017-03-08 14:52:00,17.0
2017-03-08 15:52:00,15.0
2017-03-08 16:52:00,15.0
2017-03-08 17:52:00,16.0
2017-03-08 18:52:00,20.0
2017-03-08 19:52:00,20.0
2017-03-08 20:52:00,18.0
2017-03-08 21:52:00,18.0
2017-03-08 22:52:00,18.0
2017-03-08 23:52:00,21.0
2017-03-09 01:52:00,26.0
2017-03-09 08:52:00,24.0
2017-03-09 09:52:00,19.0
2017-03-09 10:52:00,17.0
2017-03-09 11:52:00,17.0
2017-03-09 12:52:00,15.0
2017-03-09 13:52:00,13.0
2017-03-09 14:52:00,13.0
2017-03-09 15:15:00,13.0
2017-03-09 15:52:00,13.0
2017-03-09 16:52:00,16.0
2017-03-09 17:52:00,14.0
2017-03-09 18:52:00,24.0
2017-03-11 13:52:00,24.0
2017-03-11 14:52:00,22.0
2017-03-11 15:52:00,22.0
2017-03-11 16:52:00,24.0
2017-03-11 17:52:00,25.0
2017-03-17 13:52:00,27.0
2017-03-17 14:52:00,27.0
2017-03-17 15:12:00,26.0
2017-03-17 15:52:00,25.0
2017-03-22 14:52:00,24.0
2017-03-22 15:52:00,22.0
2017-03-22 16:52:00,17.0
2017-03-22 17:52:00,19.0
2017-03-22 18:52:00,18.0
2017-03-22 19:52:00,21.0
2017-03-22 20:52:00,23.0
2017-03-22 21:52:00,25.0
2017-03-22 22:52:00,23.0
2017-03-23 00:52:00,24.0
2017-03-23 10:52:00,25.0
2017-03-23 11:52:00,24.0
2017-03-23 12:52:00,22.0
2017-03-23 13:52:00,23.0
2017-03-23 14:52:00,20.0
2017-03-23 15:52:00,22.0
2017-03-23 16:52:00,18.0
2017-03-23 17:52:00,21.0
2017-03-23 18:52:00,25.0
2017-03-23 19:52:00,27.0
2017-04-04 18:52:00,27.0
2017-04-08 10:52:00,26.0
2017-04-08 11:52:00,24.0
2017-04-08 12:52:00,21.0
2017-04-08 13:52:00,21.0
2017-04-08 14:09:00,19.0
2017-04-08 14:52:00,19.0
2017-04-08 15:52:00,18.0
2017-04-08 16:52:00,17.0
2017-04-08 17:52:00,18.0
2017-04-08 18:52:00,18.0
2017-04-08 19:52:00,20.0
2017-04-08 20:52:00,23.0
2017-04-08 21:52:00,27.0
2017-04-10 14:52:00,26.0
2017-04-10 15:52:00,22.0
2017-04-10 17:52:00,27.0
2017-04-12 21:52:00,25.0
2017-04-13 13:52:00,23.0
2017-04-13 15:52:00,27.0
2017-04-16 14:52:00,27.0
2017-05-02 14:52:00,27.0
2017-05-02 15:52:00,26.0
2017-05-02 16:52:00,25.0
2017-05-02 17:31:00,20.0
2017-05-02 17:52:00,21.0
2017-05-02 18:52:00,23.0
2017-05-02 19:52:00,24.0
2017-05-02 20:52:00,26.0
2017-05-02 21:52:00,27.0
2017-05-08 14:52:00,26.0
2017-05-08 15:52:00,26.0
2017-05-08 16:38:00,26.0
2017-05-08 16:52:00,26.0
2017-05-08 17:52:00,26.0
2017-05-08 18:52:00,25.0
2017-05-08 19:52:00,26.0
2017-05-09 11:52:00,25.0
2017-05-09 12:52:00,24.0
2017-05-09 13:52:00,22.0
2017-05-09 14:52:00,24.0
2017-05-09 15:52:00,23.0
2017-05-09 16:52:00,26.0
2017-05-09 17:52:00,27.0
2017-05-10 14:52:00,26.0
2017-05-10 15:52:00,26.0
2017-05-10 16:52:00,27.0
2017-05-14 14:52:00,27.0
2017-05-14 15:52:00,22.0
2017-05-14 16:52:00,22.0
2017-05-14 17:52:00,25.0
2017-05-14 18:52:00,27.0
2017-05-15 00:52:00,23.0
2017-05-15 01:52:00,27.0
2017-05-15 15:52:00,27.0
2017-05-15 16:52:00,25.0
2017-05-15 17:52:00,26.0
2017-06-01 12:52:00,27.0
2017-06-02 15:52:00,27.0
2017-06-02 16:52:00,25.0
2017-06-02 17:52:00,26.0
2017-06-02 18:52:00,26.0
2017-06-02 19:52:00,25.0
2017-06-03 18:52:00,24.0
2017-06-25 18:52:00,26.0
2017-06-26 09:52:00,25.0
2017-06-26 10:52:00,26.0
2017-06-26 12:52:00,26.0
2017-06-26 13:52:00,27.0
2017-06-26 14:52:00,27.0
2017-06-26 15:52:00,26.0
2017-06-26 16:52:00,27.0
