osmid,source,geometry,created_by,highway,amenity,education,ele,gnis:county_id,gnis:created
354241703,,POINT (-87.7517257 41.9603094),,,place_of_worship,,188,031,04/29/1999
354241707,,POINT (-87.8000604 41.9486422),,,place_of_worship,,195,031,04/29/1999
354241719,,POINT (-87.6786607 41.7025338),,,place_of_worship,,203,031,04/29/1999
354241725,,POINT (-87.6892222 41.9150323),,,place_of_worship,,183,031,04/29/1999
354241741,,POINT (-87.645608 41.8586441),,,place_of_worship,,182,031,04/29/1999
354241743,,POINT (-87.5594905 41.7350349),,,place_of_worship,,180,031,04/29/1999
354241747,,POINT (-87.6657749 41.9687617),,,place_of_worship,,182,031,04/29/1999
354241756,,POINT (-87.6628326 41.9236435),,,place_of_worship,,181,031,04/29/1999
354241759,,POINT (-87.6925531 41.8241996),,,place_of_worship,,182,031,04/29/1999
354241762,,POINT (-87.5617134 41.7586459),,,place_of_worship,,179,031,04/29/1999
354241766,,POINT (-87.6544947 41.7689226),,,place_of_worship,,182,031,04/29/1999
354241770,,POINT (-87.7545013 41.8805876),,,place_of_worship,,186,031,04/29/1999
354241774,,POINT (-87.6989438 41.8797546),,,place_of_worship,,182,031,04/29/1999
354241778,,POINT (-87.7586681 41.880032),,,place_of_worship,,186,031,04/29/1999
354241782,,POINT (-87.6370043 41.9022611),,,place_of_worship,,180,031,04/29/1999
354241791,,POINT (-87.752279 41.8805876),,,place_of_worship,,186,031,04/29/1999
354241795,,POINT (-87.641718 41.8239222),,,place_of_worship,,182,031,04/29/1999
354241799,,POINT (-87.7611699 41.9416983),,,place_of_worship,,188,031,04/29/1999
354241802,,POINT (-87.5917146 41.7639233),,,school,,181,031,04/29/1999
354241805,,POINT (-87.8372846 41.9703084),,,place_of_worship,,193,031,04/29/1999
354241809,,POINT (-87.6106041 41.7600342),,,place_of_worship,,179,031,04/29/1999
354241816,,POINT (-87.6692176 41.7705891),,,place_of_worship,,183,031,04/29/1999
354241820,,POINT (-87.5592122 41.7039239),,,place_of_worship,,178,031,04/29/1999
354241824,,POINT (-87.6517161 41.7353117),,,place_of_worship,,184,031,04/29/1999
354241828,,POINT (-87.6503303 41.8569774),,,school,,182,031,04/29/1999
354241836,,POINT (-87.6881077 41.7933664),,,school,,182,031,04/29/1999
354241844,,POINT (-87.7656145 41.9389205),,,school,,189,031,04/29/1999
354241851,,POINT (-87.6581114 41.9689209),,,school,,182,031,04/29/1999
354241856,,POINT (-87.778671 41.9580869),,,school,,189,031,04/29/1999
354241861,,POINT (-87.6833842 41.7522557),,,school,,186,031,04/29/1999
354241867,,POINT (-87.6239391 41.8075336),,,place_of_worship,,183,031,04/29/1999
354241873,,POINT (-87.6236613 41.8075336),,,place_of_worship,,183,031,04/29/1999
354241884,,POINT (-87.7670017 41.8797541),,,school,,188,031,04/29/1999
354241889,,POINT (-87.6079981 41.6907504),,,place_of_worship,,180,031,04/29/1999
354241895,,POINT (-87.6139362 41.6997566),,,place_of_worship,,182,031,04/29/1999
354241911,,POINT (-87.7703374 41.9600314),,,place_of_worship,,188,031,04/29/1999
354241916,,POINT (-87.6753326 41.9069768),,,place_of_worship,,181,031,04/29/1999
354241921,,POINT (-87.6183806 41.6933677),,,place_of_worship,,181,031,04/29/1999
354241928,,POINT (-87.6150484 41.7497565),,,school,,179,031,04/29/1999
354241939,,POINT (-87.6822718 41.6978116),,,place_of_worship,,197,031,04/29/1999
354241944,,POINT (-87.6283816 41.7236453),,,place_of_worship,,182,031,04/29/1999
354241950,,POINT (-87.7053323 41.8591992),,,place_of_worship,,181,031,04/29/1999
354241956,,POINT (-87.6636619 41.7772557),,,place_of_worship,,183,031,04/29/1999
354241961,,POINT (-87.6564439 41.9419767),,,place_of_worship,,183,031,04/29/1999
354241977,,POINT (-87.6681073 41.8025333),,,school,,182,031,04/29/1999
354241982,,POINT (-87.6764431 41.8833659),,,place_of_worship,,182,031,04/29/1999
354241994,,POINT (-87.7283915 41.9647539),,,school,,183,031,04/29/1999
354242006,,POINT (-87.5567133 41.7594792),,,school,,179,031,04/29/1999
354242012,,POINT (-87.6661621 41.7792002),,,place_of_worship,,183,031,04/29/1999
354242082,,POINT (-87.7608922 41.9461427),,,school,,188,031,04/29/1999
354242160,,POINT (-87.7678371 41.9522537),,,place_of_worship,,188,031,04/29/1999
354242197,,POINT (-87.7764485 41.9500314),,,place_of_worship,,189,031,04/29/1999
354242233,,POINT (-87.7114435 41.8525325),,,place_of_worship,,183,031,04/29/1999
354242239,,POINT (-87.7720042 41.9628092),,,place_of_worship,,189,031,04/29/1999
354242247,,POINT (-87.6869987 41.8747548),,,school,,180,031,04/29/1999
354242252,,POINT (-87.6869971 41.8748096),,,place_of_worship,,180,031,04/29/1999
354242258,,POINT (-87.6580313 42.0059124),,,,,175,031,04/29/1999
354242272,,POINT (-87.6858886 41.9122545),,,school,,182,031,04/29/1999
354242277,,POINT (-87.6453301 41.8572552),,,place_of_worship,,181,031,04/29/1999
354242291,,POINT (-87.6881077 41.791422),,,school,,183,031,04/29/1999
354242303,,POINT (-87.7175524 41.7628108),,,school,,189,031,04/29/1999
354242309,,POINT (-87.6892235 41.9639208),,,school,,181,031,04/29/1999
354242314,,POINT (-87.6879787 41.9633734),,,place_of_worship,,181,031,04/29/1999
354242334,,POINT (-87.6250514 41.8489222),,,place_of_worship,,182,031,04/29/1999
354242342,,POINT (-87.6796097 41.9707483),Potlatch 0.10f,,place_of_worship,,182,031,04/29/1999
354242348,,POINT (-87.6803184 41.9630284),,,place_of_worship,,182,031,04/29/1999
354242368,,POINT (-87.6769952 41.7603113),,,school,,184,031,04/29/1999
354242381,,POINT (-87.684449 41.7060229),,,place_of_worship,,198,031,04/29/1999
354242400,,POINT (-87.7250553 41.8600323),,,,,183,031,04/29/1999
354242447,,POINT (-87.7600569 41.8730876),,,place_of_worship,,186,031,04/29/1999
354242473,,POINT (-87.6719988 41.8983658),,,place_of_worship,,182,031,04/29/1999
354242479,,POINT (-87.650884 41.7872558),,,place_of_worship,,182,031,04/29/1999
354242485,,POINT (-87.6694981 41.8736438),,,school,,181,031,04/29/1999
354242510,,POINT (-87.6672732 41.7792001),,,school,,183,031,04/29/1999
354242517,,POINT (-87.7670038 41.9572536),,,place_of_worship,,188,031,04/29/1999
354242550,,POINT (-87.6939411 41.7861442),,,place_of_worship,,183,031,04/29/1999
354242562,,POINT (-87.6697761 41.8836437),,,school,,182,031,04/29/1999
354242570,,POINT (-87.6811645 41.8478106),,,school,,182,031,04/29/1999
354242577,,POINT (-87.6811028 41.9606656),,,place_of_worship,,182,031,04/29/1999
354242585,,POINT (-87.6728339 41.960032),,,place_of_worship,,182,031,04/29/1999
354242597,,POINT (-87.6722784 41.9639209),,,place_of_worship,,182,031,04/29/1999
354242604,,POINT (-87.6675572 42.010587),,,place_of_worship,,182,031,04/29/1999
354242611,,POINT (-87.8053377 41.9241979),,,school,,198,031,04/29/1999
354242633,,POINT (-87.6231028 41.6828122),,,place_of_worship,,185,031,04/29/1999
354242652,,POINT (-87.6156027 41.6886455),,,place_of_worship,,180,031,04/29/1999
354242667,,POINT (-87.6814387 41.7080893),,,school,,200,031,04/29/1999
354242674,,POINT (-87.7461681 41.8972542),,,place_of_worship,,185,031,04/29/1999
354242701,,POINT (-87.6319949 41.8058669),,,school,,181,031,04/29/1999
354242738,,POINT (-87.6722795 42.0075315),,,school,,182,031,04/29/1999
354242781,,POINT (-87.6364386 41.7703116),,,school,,182,031,04/29/1999
354243222,,POINT (-87.6792205 41.8650327),,,place_of_worship,,181,031,04/29/1999
354243253,,POINT (-87.6797769 41.8978102),,,place_of_worship,,182,031,04/29/1999
354243261,,POINT (-87.6339363 41.6744787),,,place_of_worship,,188,031,04/29/1999
354243275,,POINT (-87.7347807 41.9639206),,,place_of_worship,,184,031,04/29/1999
354243632,,POINT (-87.6839382 41.953637),,,place_of_worship,,181,031,04/29/1999
354243639,,POINT (-87.6344941 41.774756),,,place_of_worship,,183,031,04/29/1999
354243645,,POINT (-87.6544948 41.7717003),,,place_of_worship,,182,031,04/29/1999
354243652,,POINT (-87.5524614 41.7544909),,,place_of_worship,,179,031,04/29/1999
354243658,,POINT (-87.6622763 41.8989215),,,school,,180,031,04/29/1999
354243664,,POINT (-87.6550504 41.7717003),,,school,,181,031,04/29/1999
354243671,,POINT (-87.6814425 41.8569771),,,place_of_worship,,185,031,04/29/1999
354243677,,POINT (-87.6636604 41.713645),,,place_of_worship,,192,031,04/29/1999
354243684,,POINT (-87.6211606 41.7842006),,,school,,184,031,04/29/1999
354243923,,POINT (-87.6233829 41.7844783),,,school,,183,031,04/29/1999
354243928,,POINT (-87.6547783 41.9853097),,,place_of_worship,,180,031,04/29/1999
354243935,,POINT (-87.7264437 41.8403103),,,place_of_worship,,181,031,04/29/1999
354243939,,POINT (-87.7458902 41.8908653),,,place_of_worship,,185,031,04/29/1999
354243945,,POINT (-87.7639479 41.9455871),,,place_of_worship,,188,031,04/29/1999
354243952,,POINT (-87.6619959 41.8025333),,,place_of_worship,,182,031,04/29/1999
354243957,,POINT (-87.6550556 41.963921),,,place_of_worship,,180,031,04/29/1999
354243971,,POINT (-87.6175471 41.6842011),,,place_of_worship,,181,031,04/29/1999
354243977,,POINT (-87.6617181 41.8022555),,,place_of_worship,,182,031,04/29/1999
354243984,,POINT (-87.7056103 41.8653103),,,place_of_worship,,181,031,04/29/1999
354243996,,POINT (-87.5861581 41.7308679),,,place_of_worship,,178,031,04/29/1999
354244003,,POINT (-87.6411629 41.8430888),,,place_of_worship,,182,031,04/29/1999
354244019,,POINT (-87.6911626 41.7658666),,,place_of_worship,,184,031,04/29/1999
354244025,,POINT (-87.685333 41.9086434),,,place_of_worship,,182,031,04/29/1999
354244031,,POINT (-87.7047768 41.8622547),,,place_of_worship,,180,031,04/29/1999
354244036,,POINT (-87.6917198 41.8230885),,,place_of_worship,,182,031,04/29/1999
354244043,,POINT (-87.6720001 41.946421),,,place_of_worship,,183,031,04/29/1999
354244048,,POINT (-87.7050546 41.8622547),,,school,,181,031,04/29/1999
354244059,,POINT (-87.6644994 41.9319767),,,place_of_worship,,181,031,04/29/1999
354244064,,POINT (-87.6717192 41.8269774),,,place_of_worship,,181,031,04/29/1999
354244067,,POINT (-87.815981 41.9763484),,,place_of_worship,,199,031,04/29/1999
354244071,,POINT (-87.7703359 41.9041984),,,place_of_worship,,188,031,04/29/1999
354244076,,POINT (-87.648108 41.8569774),,,place_of_worship,,181,031,04/29/1999
354244084,,POINT (-87.6644995 41.9355879),,,place_of_worship,,182,031,04/29/1999
354244089,,POINT (-87.6842214 41.8941991),,,place_of_worship,,183,031,04/29/1999
354244095,,POINT (-87.6708822 41.6825339),,,place_of_worship,,190,031,04/29/1999
354244101,,POINT (-87.6711631 41.8100332),,,place_of_worship,,181,031,04/29/1999
354244105,,POINT (-87.652828 41.7667004),,,place_of_worship,,182,031,04/29/1999
354244120,,POINT (-87.667831 41.8591995),,,place_of_worship,,183,031,04/29/1999
354244136,,POINT (-87.6560459 41.9953844),,,school,,183,031,04/29/1999
354244142,,POINT (-87.6536613 41.7664226),,,school,,182,031,04/29/1999
354244147,,POINT (-87.6719964 41.8097554),,,school,,181,031,04/29/1999
354244153,,POINT (-87.6678309 41.8597551),,,school,,183,031,04/29/1999
354244158,,POINT (-87.7142217 41.8658657),,,place_of_worship,,182,031,04/29/1999
354244165,,POINT (-87.5536567 41.7214239),,,place_of_worship,,178,031,04/29/1999
354244169,,POINT (-87.6719964 41.8091999),,,place_of_worship,,181,031,04/29/1999
354244172,,POINT (-87.7317248 41.955865),,,place_of_worship,,184,031,04/29/1999
354244178,,POINT (-87.7186663 41.8664213),,,place_of_worship,,183,031,04/29/1999
354244184,,POINT (-87.5578242 41.7514238),,,place_of_worship,,178,031,04/29/1999
354244188,,POINT (-87.7222771 41.8514213),,,place_of_worship,,181,031,04/29/1999
354244194,,POINT (-87.6450508 41.8000335),,,place_of_worship,,182,031,04/29/1999
354244200,,POINT (-87.6989449 41.9203099),,,place_of_worship,,182,031,04/29/1999
354244206,,POINT (-87.6667174 41.7686446),,,place_of_worship,,183,031,04/29/1999
354244216,,POINT (-87.6219917 41.6883677),,,place_of_worship,,186,031,04/29/1999
354244222,,POINT (-87.5997701 41.7528122),,,place_of_worship,,179,031,04/29/1999
354244226,,POINT (-87.7006103 41.8716992),,,place_of_worship,,182,031,04/29/1999
354244231,,POINT (-87.7006103 41.8711436),,,school,,182,031,04/29/1999
354244236,,POINT (-87.5483775 41.656424),,,place_of_worship,,178,031,04/29/1999
354244247,,POINT (-87.7331932 41.8982514),,,place_of_worship,,184,031,04/29/1999
354244253,,POINT (-87.6928354 41.9889206),,,place_of_worship,,182,031,04/29/1999
354244259,,POINT (-87.5344891 41.7097574),,,school,,180,031,04/29/1999
354244263,,POINT (-87.6447739 41.8358665),,,place_of_worship,,182,031,04/29/1999
354244273,,POINT (-87.6970677 41.974392),Potlatch 0.10f,,school,,184,031,04/29/1999
354244279,,POINT (-87.6134799 41.7533586),,,place_of_worship,,179,031,04/29/1999
354244284,,POINT (-87.6947777 41.9069767),,,school,,183,031,04/29/1999
354244288,,POINT (-87.6947777 41.9069767),,,place_of_worship,,183,031,04/29/1999
354244294,,POINT (-87.7745035 41.9366982),,,place_of_worship,,189,031,04/29/1999
354244300,,POINT (-87.6984066 41.9743346),,,place_of_worship,,185,031,04/29/1999
354244305,,POINT (-87.6247728 41.8203113),,,school,,183,031,04/29/1999
354244311,,POINT (-87.7381142 41.9630873),,,place_of_worship,,185,031,04/29/1999
354244317,,POINT (-87.8256177 41.9744751),,,place_of_worship,,198,031,04/29/1999
354244322,,POINT (-87.6247728 41.8203113),,,school,,183,031,04/29/1999
354244329,,POINT (-87.6217162 41.7830895),,,school,,184,031,04/29/1999
354244339,,POINT (-87.6383947 41.8986453),,,place_of_worship,,178,031,04/29/1999
354244348,,POINT (-87.7100526 41.7803108),,,place_of_worship,,185,031,04/29/1999
354244355,,POINT (-87.6217162 41.7833672),,,place_of_worship,,184,031,04/29/1999
354244359,,POINT (-87.6336616 41.8039225),,,place_of_worship,,181,031,04/29/1999
354244366,,POINT (-87.5955073 41.7780248),,,school,,180,031,04/29/1999
354244373,,POINT (-87.616715 41.7414232),,,place_of_worship,,179,031,04/29/1999
354244379,,POINT (-87.6461654 41.928088),,,place_of_worship,,183,031,04/29/1999
354244385,,POINT (-87.5872694 41.7425346),,,place_of_worship,,179,031,04/29/1999
354244391,,POINT (-87.6936686 41.9828095),,,place_of_worship,,183,031,04/29/1999
354244398,,POINT (-87.6303352 41.908368),,,place_of_worship,,182,031,04/29/1999
354244410,,POINT (-87.7889486 41.9378091),,,place_of_worship,,196,031,04/29/1999
354244423,,POINT (-87.6686652 41.8911437),,,place_of_worship,,182,031,04/29/1999
354244429,,POINT (-87.7755119 41.9698907),,,place_of_worship,,189,031,04/29/1999
354244434,,POINT (-87.6172711 41.7653119),,,place_of_worship,,179,031,04/29/1999
354244446,,POINT (-87.616715 41.741701),,,school,,179,031,04/29/1999
354244450,,POINT (-87.5405994 41.652813),,,place_of_worship,,178,031,04/29/1999
354244457,,POINT (-87.7553323 41.7930881),,,place_of_worship,,184,031,04/29/1999
354244464,,POINT (-87.6803317 41.8703104),,,place_of_worship,,181,031,04/29/1999
354244469,,POINT (-87.5614351 41.7364238),,,place_of_worship,,178,031,04/29/1999
354244474,,POINT (-87.6600524 41.841422),,,school,,183,031,04/29/1999
354244480,,POINT (-87.7217204 41.805866),,,place_of_worship,,183,031,04/29/1999
354244487,,POINT (-87.7217203 41.8047549),,,school,,183,031,04/29/1999
354244493,,POINT (-87.7883777 41.7956096),,,place_of_worship,,184,031,04/29/1999
354244500,,POINT (-87.787 41.7941989),,,place_of_worship,,185,031,04/29/1999
354244506,,POINT (-87.7320005 41.8814211),,,place_of_worship,,184,031,04/29/1999
354244516,,POINT (-87.6314395 41.8119779),,,school,,181,031,04/29/1999
354244522,,POINT (-87.6306048 41.7611451),,,place_of_worship,,181,031,04/29/1999
354244528,,POINT (-87.6306048 41.7611451),,,school,,181,031,04/29/1999
354244802,,POINT (-87.7019986 41.8514215),,,place_of_worship,,183,031,04/29/1999
354244943,,POINT (-87.6394921 41.6800342),,,place_of_worship,,188,031,04/29/1999
354244949,,POINT (-87.6825494 41.6894782),,,place_of_worship,,195,031,04/29/1999
354244955,,POINT (-87.6692219 41.9319767),,,place_of_worship,,182,031,04/29/1999
354244960,,POINT (-87.6067144 41.7294788),,,place_of_worship,,181,031,04/29/1999
354244965,,POINT (-87.7514475 41.9464206),,,place_of_worship,,187,031,04/29/1999
354244971,,POINT (-87.6839452 41.9533653),,,school,,181,031,04/29/1999
354244977,,POINT (-87.6708849 41.7942),,,place_of_worship,,182,031,04/29/1999
354244982,,POINT (-87.6527871 41.8424851),,,place_of_worship,,182,031,04/29/1999
354244987,,POINT (-87.6522744 41.8419775),,,school,,182,031,04/29/1999
354244993,,POINT (-87.6703272 41.7094782),,,place_of_worship,,195,031,04/29/1999
354245004,,POINT (-87.6619985 41.9003103),,,,,180,031,04/29/1999
354245021,,POINT (-87.7074305 41.9620753),,,place_of_worship,,181,031,04/29/1999
354245025,,POINT (-87.7294999 41.8608656),,,school,,184,031,04/29/1999
354245031,,POINT (-87.7303333 41.8608656),,,place_of_worship,,184,031,04/29/1999
354245042,,POINT (-87.669854 41.9668369),,,place_of_worship,,183,031,04/29/1999
354245055,,POINT (-87.6694968 41.8291997),,,place_of_worship,,181,031,04/29/1999
354245062,,POINT (-87.6472769 41.9403101),,,place_of_worship,,181,031,04/29/1999
354245068,,POINT (-87.7053328 41.8769768),,,school,,182,031,04/29/1999
354245074,,POINT (-87.7039439 41.8769768),,,place_of_worship,,182,031,04/29/1999
354245082,,POINT (-87.6489393 41.7811447),,,school,,181,031,04/29/1999
354245089,,POINT (-87.6489393 41.7811447),,,place_of_worship,,181,031,04/29/1999
354245097,,POINT (-87.657831 41.8725328),,,school,,181,031,04/29/1999
354245113,,POINT (-87.736602 41.8986255),,,school,,185,031,04/29/1999
354245129,,POINT (-87.7003341 41.928921),,,place_of_worship,,181,031,04/29/1999
354245133,,POINT (-87.7586704 41.9619759),,,place_of_worship,,187,031,04/29/1999
354245139,,POINT (-87.6833868 41.8489217),,,place_of_worship,,182,031,04/29/1999
354245145,,POINT (-87.7840606 41.9686527),,,place_of_worship,,190,031,04/29/1999
354245150,,POINT (-87.7570035 41.9564205),,,place_of_worship,,187,031,04/29/1999
354245155,,POINT (-87.5689354 41.739757),,,school,,178,031,04/29/1999
354245160,,POINT (-87.606435 41.6533679),,,place_of_worship,,179,031,04/29/1999
354245188,,POINT (-87.8054766 41.9432954),,,place_of_worship,,195,031,04/29/1999
354245193,,POINT (-87.732001 41.9003099),,,school,,184,031,04/29/1999
354245204,,POINT (-87.6650555 41.9489197),,,place_of_worship,,183,031,04/29/1999
354245210,,POINT (-87.6222694 41.6817011),,,place_of_worship,,186,031,04/29/1999
354245214,,POINT (-87.6470036 41.913363),,,place_of_worship,,181,031,04/29/1999
354245232,,POINT (-87.6747763 41.8828104),,,place_of_worship,,182,031,04/29/1999
354245239,,POINT (-87.662553 41.8589218),,,school,,184,031,04/29/1999
354245244,,POINT (-87.6777005 41.9598671),,,place_of_worship,,182,031,04/29/1999
354245249,,POINT (-87.6572771 41.9378101),,,place_of_worship,,183,031,04/29/1999
354245255,,POINT (-87.6656086 41.856144),,,post_office,,182,031,04/29/1999
354245265,,POINT (-87.6381115 41.9072566),,,place_of_worship,,181,031,04/29/1999
354245271,,POINT (-87.763669 41.9044762),,,place_of_worship,,188,031,04/29/1999
354245282,,POINT (-87.763391 41.8986429),,,place_of_worship,,188,031,04/29/1999
354245287,,POINT (-87.6925541 41.8605882),,,school,,181,031,04/29/1999
354245311,,POINT (-87.6983879 41.8716992),,,place_of_worship,,181,031,04/29/1999
354245315,,POINT (-87.6731095 41.8791993),,,place_of_worship,,180,031,04/29/1999
354245332,,POINT (-87.6592227 41.9755876),,,,,183,031,04/29/1999
354245342,,POINT (-87.7564465 41.9039207),,,place_of_worship,,186,031,04/29/1999
354245348,,POINT (-87.6331063 41.8128113),,,place_of_worship,,181,031,04/29/1999
354245354,,POINT (-87.6631058 41.753367),,,school,,184,031,04/29/1999
354245370,,POINT (-87.6306088 41.9075327),,,school,,182,031,04/29/1999
354245376,,POINT (-87.7014468 41.9864206),,,school,,180,031,04/29/1999
354245381,,POINT (-87.7761709 41.9586424),,,place_of_worship,,189,031,04/29/1999
354245385,,POINT (-87.7492206 41.7789215),,,school,,187,031,04/29/1999
354245391,,POINT (-87.5858805 41.741979),,,place_of_worship,,178,031,04/29/1999
354245414,,POINT (-87.6542253 41.9689246),,,place_of_worship,,181,031,04/29/1999
354245425,,POINT (-87.6664396 41.7686446),,,place_of_worship,,183,031,04/29/1999
354245431,,POINT (-87.730056 41.88031),,,place_of_worship,,184,031,04/29/1999
354245437,,POINT (-87.6831111 41.92281),,,place_of_worship,,183,031,04/29/1999
354245442,,POINT (-87.7070004 41.9111433),,,place_of_worship,,183,031,04/29/1999
354245447,,POINT (-87.6328282 41.8000336),,,place_of_worship,,181,031,04/29/1999
354245453,,POINT (-87.7250582 41.9680873),,,place_of_worship,,183,031,04/29/1999
354245464,,POINT (-87.725888 41.8364214),,,school,,181,031,04/29/1999
354245481,,POINT (-87.692 41.9150322),,,,,183,031,04/29/1999
354245492,,POINT (-87.6703286 41.7680891),,,place_of_worship,,184,031,04/29/1999
354245503,,POINT (-87.6681654 41.9809477),,,place_of_worship,,183,031,04/29/1999
354245509,,POINT (-87.7100553 41.8825323),,,place_of_worship,,183,031,04/29/1999
354245520,,POINT (-87.6653289 41.7833667),,,place_of_worship,,181,031,04/29/1999
354245525,,POINT (-87.6256057 41.8005893),,,place_of_worship,,183,031,04/29/1999
354245536,,POINT (-87.6672745 41.8253109),,,school,,181,031,04/29/1999
354245541,,POINT (-87.603657 41.6514235),,,place_of_worship,,178,031,04/29/1999
354245564,,POINT (-87.668109 41.867255),,,school,,181,031,04/16/1999
354245569,,POINT (-87.6611617 41.7733669),,,place_of_worship,,183,031,04/16/1999
354245575,,POINT (-87.6656067 41.7850334),,,school,,182,031,04/29/1999
354245625,,POINT (-87.6586607 41.7361449),,,school,,184,031,04/16/1999
354245636,,POINT (-87.5683793 41.7150348),,,place_of_worship,,179,031,04/16/1999
354245642,,POINT (-87.6981105 41.8828102),,,place_of_worship,,182,031,04/16/1999
354245647,,POINT (-87.7158892 41.8933655),,,place_of_worship,,184,031,04/16/1999
354245654,,POINT (-87.6850619 41.8669804),,,place_of_worship,,181,031,04/16/1999
354245666,,POINT (-87.6131054 41.8067005),,,place_of_worship,,183,031,04/16/1999
354245672,,POINT (-87.6558948 41.9530405),,,school,,181,031,04/16/1999
354245689,,POINT (-87.7067171 41.6947557),,,place_of_worship,,189,031,04/16/1999
354245695,,POINT (-87.5644907 41.7372571),,,place_of_worship,,178,031,04/16/1999
354245707,,POINT (-87.6083831 41.8111449),,,place_of_worship,,182,031,04/16/1999
354245711,,POINT (-87.6625498 41.7378116),,,place_of_worship,,184,031,04/16/1999
354245717,,POINT (-87.6933879 41.8778103),,,place_of_worship,,182,031,04/16/1999
354245723,,POINT (-87.7342844 41.9515085),,,place_of_worship,,184,031,04/16/1999
354245734,,POINT (-87.6206028 41.6867011),,,place_of_worship,,185,031,04/16/1999
354245739,,POINT (-87.6300499 41.7883671),,,place_of_worship,,181,031,04/16/1999
354245745,,POINT (-87.7631131 41.8903097),,,place_of_worship,,187,031,04/16/1999
354245750,,POINT (-87.7042198 41.8064218),,,,,182,031,04/16/1999
354245756,,POINT (-87.7047776 41.8914212),,,school,,185,031,04/16/1999
354245777,,POINT (-87.802282 41.9255869),,,place_of_worship,,198,031,04/16/1999
354245783,,POINT (-87.7119998 41.8805879),,,place_of_worship,,183,031,04/16/1999
354245794,,POINT (-87.6278257 41.7072565),,,place_of_worship,,183,031,04/16/1999
354245800,,POINT (-87.7000578 41.9869761),,,place_of_worship,,181,031,04/16/1999
354245806,,POINT (-87.7714468 41.8944761),,,place_of_worship,,189,031,04/16/1999
354245810,,POINT (-87.6603275 41.7389227),,,place_of_worship,,184,031,04/16/1999
354245816,,POINT (-87.6767178 41.7717001),,,place_of_worship,,184,031,04/16/1999
354245821,,POINT (-87.6333863 41.897255),,,school,,179,031,04/16/1999
354245827,,POINT (-87.6325534 41.9116994),,,school,,182,031,04/16/1999
354245872,,POINT (-87.654217 41.7692004),,,school,,182,031,04/16/1999
354245878,,POINT (-87.654217 41.7692004),,,place_of_worship,,182,031,04/16/1999
354245884,,POINT (-87.6639377 41.6897562),,,place_of_worship,,189,031,04/16/1999
354245890,,POINT (-87.6719935 41.6925339),,,place_of_worship,,193,031,04/16/1999
354245894,,POINT (-87.6611599 41.6936451),,,place_of_worship,,189,031,04/16/1999
354245899,,POINT (-87.6719935 41.6928798),,,place_of_worship,,193,031,04/16/1999
354245905,,POINT (-87.6669934 41.6947561),,,place_of_worship,,190,031,04/16/1999
354245911,,POINT (-87.6536596 41.6936452),,,place_of_worship,,189,031,04/16/1999
354245916,,POINT (-87.6500484 41.6919785),,,place_of_worship,,189,031,04/16/1999
354245921,,POINT (-87.6567154 41.6992007),,,place_of_worship,,188,031,04/16/1999
354245926,,POINT (-87.6978336 41.9169766),,,place_of_worship,,182,031,04/16/1999
354245942,,POINT (-87.6456064 41.7989224),,,place_of_worship,,182,031,04/16/1999
354245948,,POINT (-87.6269944 41.7936448),,,place_of_worship,,183,031,04/16/1999
354245954,,POINT (-87.6525545 41.9278102),,,school,,182,031,04/16/1999
354245959,,POINT (-87.6253276 41.7900338),,,place_of_worship,,183,031,04/16/1999
354245965,,POINT (-87.6528272 41.736145),,,school,,184,031,04/16/1999
354245971,,POINT (-87.7653352 41.886143),,,place_of_worship,,188,031,04/16/1999
354245977,,POINT (-87.6331061 41.8055892),,,place_of_worship,,181,031,04/16/1999
354245993,,POINT (-87.609852 41.7768985),,,place_of_worship,,181,031,04/16/1999
354245998,,POINT (-87.6302548 41.9125985),,,,,183,031,04/16/1999
354246004,,POINT (-87.6456096 41.9194769),,,school,,182,031,04/16/1999
354246015,,POINT (-87.6628329 41.9353101),,,school,,182,031,04/16/1999
354246020,,POINT (-87.701223 41.9657674),,,school,,181,031,04/16/1999
354246025,,POINT (-87.5556 41.6569794),,,place_of_worship,,184,031,04/16/1999
354246042,,POINT (-87.6819081 41.9023356),,,place_of_worship,,182,031,04/16/1999
354246048,,POINT (-87.7167215 41.8547546),,,place_of_worship,,181,031,04/16/1999
354246081,,POINT (-87.6722794 42.0019761),,,school,,184,031,04/16/1999
354246103,,POINT (-87.6562149 41.9409008),,,place_of_worship,,183,031,04/16/1999
354246118,,POINT (-87.7094991 41.8611436),,,school,,181,031,04/16/1999
354246129,,POINT (-87.7178336 41.8886433),,,school,,184,031,04/16/1999
354246140,,POINT (-87.6550563 41.9897541),,,,,179,031,04/16/1999
354246151,,POINT (-87.5506012 41.722535),,,school,,181,031,04/16/1999
354246156,,POINT (-87.6332567 41.9029742),,,place_of_worship,,180,031,04/16/1999
354246162,,POINT (-87.670335 42.0025316),,,school,,181,031,04/16/1999
354246167,,POINT (-87.7217216 41.8516991),,,place_of_worship,,181,031,04/16/1999
354246178,,POINT (-87.7175546 41.8455881),,,place_of_worship,,182,031,04/16/1999
354246189,,POINT (-87.8031153 41.9200313),,,place_of_worship,,198,031,04/16/1999
354246194,,POINT (-87.655604 41.6847563),,,place_of_worship,,187,031,04/16/1999
354246200,,POINT (-87.651168 41.946979),,,place_of_worship,,181,031,04/16/1999
354246220,,POINT (-87.6481125 41.9475344),,,place_of_worship,,181,031,04/16/1999
